frame,elapsed_time(s),neck_x,neck_y,neck_c,spine-hip_x,spine-hip_y,spine-hip_c,r-hip_x,r-hip_y,r-hip_c,r-knee_x,r-knee_y,r-knee_c,r-ankle_x,r-ankle_y,r-ankle_c,r-heel_x,r-heel_y,r-heel_c,r-bigtoe_x,r-bigtoe_y,r-bigtoe_c,r-smalltoe_x,r-smalltoe_y,r-smalltoe_c,l-hip_x,l-hip_y,l-hip_c,l-knee_x,l-knee_y,l-knee_c,l-ankle_x,l-ankle_y,l-ankle_c,l-heel_x,l-heel_y,l-heel_c,l-bigtoe_x,l-bigtoe_y,l-bigtoe_c,l-smalltoe_x,l-smalltoe_y,l-smalltoe_c
115,4.600000000000003,0.129165,0.292553,0.926022,0.141383,0.425926,0.735784,0.153632,0.42326,0.739873,0.162797,0.532304,0.858075,0.201128,0.627562,0.820997,0.208823,0.638549,0.821137,0.178178,0.654865,0.782187,0.181245,0.646731,0.678383,0.12911,0.426037,0.710652,0.116859,0.548603,0.841599,0.11079,0.644052,0.820459,0.116871,0.662926,0.785424,0.0817043,0.649428,0.754695,0.0893406,0.662874,0.820676
116,4.640000000000003,0.12455,0.292421,0.886824,0.13224,0.420524,0.704801,0.144482,0.420477,0.697414,0.152198,0.534868,0.908358,0.199544,0.622213,0.815005,0.205729,0.63033,0.785859,0.178142,0.654886,0.81893,0.179737,0.646749,0.707686,0.121475,0.423167,0.699216,0.113794,0.545866,0.780941,0.109229,0.644,0.827331,0.116848,0.660313,0.78367,0.0817059,0.652149,0.753229,0.0893455,0.662929,0.835968
117,4.680000000000003,0.116897,0.292361,0.912858,0.127651,0.425934,0.757642,0.14134,0.4233,0.756317,0.142978,0.534925,0.880446,0.191918,0.619416,0.842716,0.202633,0.622123,0.778079,0.176678,0.652152,0.803662,0.179682,0.646667,0.713726,0.115311,0.426018,0.73704,0.10617,0.54863,0.811604,0.10771,0.644059,0.848322,0.116846,0.662908,0.801967,0.0816602,0.652171,0.776904,0.0893024,0.662955,0.848739
118,4.720000000000003,0.112331,0.289765,0.862591,0.11997,0.42591,0.719371,0.133752,0.423291,0.711089,0.136817,0.53486,0.868598,0.187373,0.613961,0.810617,0.198038,0.614012,0.768052,0.176616,0.654849,0.761388,0.178174,0.646727,0.688888,0.107697,0.425975,0.711622,0.104659,0.543123,0.810634,0.107746,0.643987,0.832944,0.116849,0.660338,0.793661,0.081725,0.65484,0.761799,0.0893616,0.662961,0.84258
119,4.760000000000003,0.10474,0.292377,0.908479,0.116855,0.425985,0.775738,0.129142,0.425902,0.763255,0.127595,0.532328,0.881596,0.17814,0.600446,0.856003,0.188925,0.600422,0.788211,0.173533,0.652158,0.731044,0.17509,0.646664,0.701941,0.103143,0.428694,0.739825,0.104607,0.54042,0.801983,0.107716,0.644,0.814146,0.115415,0.660288,0.747992,0.0817114,0.654898,0.741264,0.0893391,0.662988,0.816727
120,4.800000000000003,0.103174,0.292329,0.903091,0.113847,0.423218,0.745927,0.127553,0.423149,0.744147,0.115398,0.532234,0.769191,0.168958,0.603073,0.690962,0.179674,0.603175,0.632779,0.16287,0.649424,0.567067,0.164398,0.644061,0.539736,0.101538,0.423324,0.725367,0.103177,0.535033,0.736229,0.107745,0.644035,0.60608,0.115388,0.660264,0.611444,0.0816702,0.657529,0.587432,0.0893086,0.663041,0.595217
121,4.840000000000003,0.101593,0.289745,0.869149,0.106244,0.423175,0.740716,0.121479,0.420546,0.724963,0.115403,0.532167,0.868454,0.162824,0.605822,0.782949,0.16899,0.611219,0.775893,0.150619,0.644047,0.662651,0.153621,0.641338,0.606025,0.093927,0.423256,0.725567,0.100083,0.535097,0.782895,0.107726,0.643967,0.801121,0.116859,0.660212,0.762259,0.081667,0.654881,0.752961,0.0893171,0.662976,0.80595
122,4.8800000000000034,0.0939357,0.289782,0.879911,0.104688,0.423252,0.784608,0.116992,0.423193,0.7521,0.113827,0.532259,0.863602,0.153624,0.613949,0.845995,0.16287,0.616763,0.810796,0.139808,0.644088,0.806814,0.141398,0.641337,0.71024,0.0923727,0.425908,0.752755,0.0985384,0.540429,0.781049,0.109225,0.643986,0.83324,0.116883,0.660246,0.797722,0.0816762,0.654816,0.762002,0.0893312,0.662944,0.832852
123,4.9200000000000035,0.0923423,0.292334,0.909686,0.10314,0.42321,0.795567,0.116844,0.420548,0.768127,0.106165,0.529566,0.838622,0.141466,0.616717,0.792025,0.15208,0.622077,0.743505,0.129189,0.644027,0.639674,0.13074,0.64126,0.53343,0.0908029,0.425906,0.759924,0.0969811,0.534952,0.795326,0.107746,0.643964,0.79767,0.115422,0.657547,0.763358,0.0816671,0.65484,0.748647,0.0892886,0.662959,0.799508
124,4.9600000000000035,0.0908548,0.289776,0.895812,0.101544,0.420561,0.733543,0.115298,0.420505,0.736844,0.104597,0.529568,0.876934,0.135275,0.619369,0.817365,0.141376,0.622248,0.855094,0.123017,0.643881,0.501371,0.126106,0.638475,0.413269,0.0862699,0.423221,0.719353,0.0924744,0.535021,0.839498,0.106223,0.643979,0.838274,0.115343,0.654845,0.77388,0.0802057,0.65487,0.781426,0.0878171,0.662989,0.832951
125,5.0000000000000036,0.0893024,0.28969,0.853249,0.0954454,0.420479,0.73016,0.109256,0.420451,0.709383,0.103079,0.529423,0.836325,0.12612,0.622074,0.81629,0.133747,0.630282,0.699629,0.090919,0.643925,0.0925452,0.101582,0.624921,0.0760384,0.0816986,0.420533,0.71926,0.0924091,0.532281,0.848051,0.11076,0.641279,0.809132,0.116964,0.649359,0.73658,0.0817003,0.65488,0.803423,0.0908325,0.662997,0.836346
126,5.040000000000004,0.0832331,0.289686,0.840723,0.0924564,0.417801,0.757993,0.106202,0.415098,0.724164,0.101582,0.529524,0.824495,0.119962,0.627593,0.781077,0.129129,0.641116,0.732111,0.0893128,0.643979,0.152908,0.0909018,0.638545,0.113464,0.0801316,0.420488,0.738682,0.0923661,0.534928,0.858916,0.107704,0.643882,0.81476,0.116855,0.649471,0.760609,0.081684,0.654874,0.803543,0.0893544,0.66299,0.811984
127,5.080000000000004,0.0816826,0.289712,0.87189,0.0924197,0.417797,0.779309,0.104733,0.415096,0.742438,0.0969975,0.529451,0.786345,0.116941,0.627584,0.805865,0.127628,0.638559,0.620051,0.0893274,0.643951,0.201065,0.0908135,0.641128,0.155343,0.0801098,0.420473,0.754747,0.0908958,0.534882,0.861682,0.109229,0.643879,0.810151,0.116879,0.652096,0.745614,0.0832159,0.657529,0.750153,0.0908675,0.663034,0.793693
128,5.120000000000004,0.0801887,0.28973,0.891535,0.0923774,0.423161,0.785647,0.10468,0.420486,0.754142,0.0954869,0.529507,0.79144,0.11691,0.627601,0.803417,0.127582,0.641115,0.599613,0.0893186,0.643967,0.190993,0.0908027,0.641153,0.144919,0.078672,0.423275,0.764874,0.0908451,0.534899,0.848618,0.10772,0.643867,0.815819,0.115425,0.652115,0.748703,0.08173,0.654856,0.768188,0.0908441,0.662982,0.813745
129,5.160000000000004,0.0801656,0.289698,0.881339,0.0909238,0.417809,0.758213,0.104597,0.415072,0.737973,0.0939625,0.529459,0.787475,0.116897,0.627616,0.793058,0.127604,0.641131,0.568544,0.0893107,0.644002,0.213541,0.0893424,0.641217,0.164689,0.0786368,0.420534,0.746991,0.090804,0.53487,0.828902,0.109232,0.643844,0.801963,0.116884,0.652118,0.73695,0.0832054,0.657553,0.74119,0.0908673,0.663041,0.78903
130,5.200000000000004,0.0801281,0.287011,0.86472,0.0908202,0.417823,0.728909,0.103098,0.415034,0.708866,0.0939606,0.529516,0.802026,0.116906,0.624953,0.804958,0.127619,0.638472,0.567654,0.0893324,0.643935,0.228034,0.0908055,0.641125,0.185303,0.078562,0.42317,0.713973,0.0908018,0.534863,0.83987,0.10927,0.641331,0.799676,0.116906,0.652079,0.740249,0.0831946,0.657512,0.741101,0.0908652,0.663014,0.789532
131,5.240000000000004,0.0801112,0.289678,0.890327,0.0892795,0.417762,0.701057,0.101544,0.412351,0.683937,0.0969954,0.529537,0.794906,0.116945,0.627616,0.799359,0.127632,0.641154,0.610297,0.0893385,0.643973,0.173604,0.0908143,0.641157,0.133581,0.0770497,0.420541,0.692729,0.090834,0.53491,0.860868,0.107737,0.643876,0.810778,0.116872,0.652137,0.74496,0.0817165,0.65756,0.76639,0.0908426,0.663041,0.802357
132,5.280000000000004,0.0786677,0.289653,0.881681,0.0892893,0.409679,0.709822,0.100088,0.406981,0.688977,0.10002,0.529441,0.775356,0.116933,0.62495,0.814875,0.12761,0.638535,0.600867,0.0893605,0.643983,0.173665,0.0908313,0.641165,0.143078,0.0770597,0.415092,0.689972,0.0908504,0.534876,0.859991,0.10923,0.641323,0.803819,0.116879,0.649472,0.75807,0.0817165,0.657539,0.774452,0.0908539,0.663027,0.817057
133,5.320000000000004,0.0786476,0.289648,0.888996,0.0877772,0.412359,0.70228,0.0985087,0.40698,0.690675,0.101534,0.526802,0.775481,0.116951,0.627597,0.800367,0.127605,0.641158,0.62408,0.0893737,0.64399,0.161509,0.0908421,0.641184,0.125777,0.077029,0.417822,0.695849,0.0908514,0.534871,0.856649,0.107713,0.643865,0.816303,0.115428,0.652134,0.756828,0.0817085,0.657552,0.772085,0.0908381,0.663035,0.814371
134,5.360000000000004,0.078626,0.289705,0.890854,0.089287,0.417835,0.71518,0.100038,0.412378,0.680385,0.103077,0.529487,0.821818,0.116982,0.63029,0.799353,0.127616,0.641235,0.648586,0.0893487,0.644038,0.16353,0.090846,0.641212,0.134555,0.0770966,0.423191,0.729393,0.090919,0.534933,0.862361,0.10775,0.643878,0.811455,0.11685,0.652129,0.755996,0.0816866,0.65754,0.777812,0.0908262,0.663036,0.80809
