Time,CLAV,,,LASI,,,RASI,,,LKNE,,,LANK,,,LHEE,,,LTOE,,,RKNE,,,RANK,,,RHEE,,,RTOE,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
5.42,-104.487,2605.91,1304.01,17.9501,2580.68,923.019,-237.544,2576.14,912.336,41.6972,2653.79,446.125,17.9966,2701.14,52.169,-47.4183,2754.37,10.8026,-31.6677,2525.98,37.383,-260.078,2620.73,429.811,-248.965,2644.09,31.4505,-197.525,2703.49,35.0113,-196.21,2471.61,35.0378
5.43,-103.838,2605.63,1303.95,18.3145,2580.36,922.845,-237.142,2575.78,912.137,42.3799,2654,446.054,18.1335,2700.77,51.9516,-47.3479,2754.18,10.9298,-31.666,2525.62,36.2031,-260.207,2620.99,429.663,-249.035,2643.92,31.2865,-197.495,2703.17,35.0651,-196.268,2471.27,34.0215
5.44,-103.232,2605.22,1303.91,18.7194,2580.05,922.647,-236.755,2575.44,911.973,42.5529,2653.78,445.874,18.2224,2700.41,51.7113,-47.2989,2753.94,11.0629,-31.5847,2525.37,34.926,-260.334,2621.16,429.563,-249.088,2643.79,31.1347,-197.534,2702.96,35.0183,-196.4,2471.16,33.2384
5.45,-102.736,2604.79,1303.8,19.1044,2579.65,922.418,-236.435,2575.11,911.873,42.6627,2653.62,445.672,18.1748,2699.92,51.4873,-47.2462,2753.66,11.1839,-31.6412,2525,33.3982,-260.486,2621.35,429.507,-249.21,2643.59,30.9783,-197.617,2702.69,35.0886,-196.617,2471.05,32.6999
5.46,-102.21,2604.47,1303.75,19.38,2579.2,922.25,-236.118,2574.78,911.808,42.7734,2653.56,445.58,18.1813,2699.31,51.2321,-47.2194,2753.29,11.3449,-31.754,2524.39,31.484,-260.662,2621.6,429.497,-249.257,2643.39,30.8035,-197.644,2702.37,35.0999,-196.973,2470.94,32.296
5.47,-101.689,2603.99,1303.68,19.6908,2578.88,922.016,-235.809,2574.44,911.761,42.8491,2653.38,445.355,18.124,2698.74,50.982,-47.2312,2752.99,11.6345,-31.8059,2523.63,29.7208,-260.878,2621.84,429.456,-249.313,2643.15,30.6538,-197.692,2702.05,35.2207,-197.292,2470.81,31.844
5.48,-101.205,2603.58,1303.51,19.9726,2578.49,921.811,-235.481,2574.09,911.703,43.1646,2653.52,445.053,18.1041,2698.37,50.7617,-47.2026,2752.66,11.835,-31.8446,2523.23,28.2618,-261.111,2622.09,429.38,-249.373,2642.95,30.5555,-197.661,2701.73,35.2767,-197.532,2470.68,31.1536
5.49,-100.725,2603.23,1303.36,20.1955,2578.01,921.556,-235.246,2573.76,911.633,43.2353,2653.19,444.851,18.0945,2698,50.6329,-47.2072,2752.47,11.9558,-31.9125,2522.95,27.2175,-261.324,2622.3,429.282,-249.425,2642.75,30.452,-197.574,2701.45,35.3143,-197.69,2470.52,30.3304
5.5,-100.262,2602.86,1303.24,20.4497,2577.58,921.333,-234.976,2573.36,911.512,42.976,2652.37,444.622,18.0566,2697.78,50.5713,-47.2118,2752.37,12.0524,-32.0535,2522.65,26.2629,-261.488,2622.5,429.163,-249.405,2642.58,30.351,-197.564,2701.17,35.4209,-197.785,2470.35,29.4958
5.51,-99.9062,2602.27,1303.19,20.6698,2577.16,921.172,-234.739,2573,911.392,43.2299,2652.07,444.447,17.9612,2697.51,50.5113,-47.2159,2752.27,12.1493,-32.4278,2522.44,25.5322,-261.637,2622.67,429.05,-249.391,2642.3,30.2518,-197.481,2700.89,35.5327,-197.796,2470.08,28.7063
5.52,-99.4628,2601.8,1303.12,20.92,2576.8,921.121,-234.554,2572.64,911.262,43.2258,2651.55,444.333,17.84,2697.2,50.5081,-47.2591,2752.12,12.2915,-32.7609,2522.27,24.8372,-261.691,2622.77,428.961,-249.346,2642.17,30.1618,-197.484,2700.7,35.5841,-197.882,2469.9,28.0926
5.53,-99.0229,2601.41,1303.1,21.1076,2576.32,921.041,-234.371,2572.31,911.206,43.2101,2651.05,444.203,17.7405,2696.93,50.5144,-47.2824,2752.01,12.4293,-32.7686,2522.04,24.277,-261.688,2622.68,428.857,-249.384,2642.05,30.1158,-197.524,2700.57,35.5837,-198.012,2469.79,27.5837
5.54,-98.6497,2600.89,1303.07,21.2978,2575.88,920.931,-234.181,2571.94,911.157,43.0942,2650.61,444.186,17.6526,2696.75,50.5339,-47.3609,2751.92,12.5197,-32.8947,2521.85,23.7481,-261.677,2622.54,428.855,-249.359,2641.99,30.1123,-197.49,2700.52,35.6333,-198.065,2469.69,27.3138
5.55,-98.2302,2600.54,1303.05,21.4512,2575.37,920.841,-234.047,2571.57,911.164,43.0498,2650.26,444.081,17.5142,2696.61,50.5455,-47.3846,2751.81,12.6563,-32.9304,2521.71,23.1822,-261.632,2622.33,428.856,-249.342,2641.91,30.093,-197.476,2700.42,35.6911,-197.977,2469.67,27.2527
5.56,-97.8719,2600.12,1303.01,21.5769,2574.85,920.747,-233.929,2571.17,911.237,42.9573,2650.03,443.969,17.4053,2696.51,50.536,-47.463,2751.72,12.7483,-32.9308,2521.47,22.7412,-261.555,2622.17,428.888,-249.265,2641.83,30.1696,-197.443,2700.28,35.7672,-197.879,2469.65,27.1952
5.57,-97.5182,2599.73,1302.94,21.6568,2574.28,920.604,-233.79,2570.74,911.263,42.8561,2649.97,443.947,17.2612,2696.36,50.5344,-47.5222,2751.66,12.8341,-32.9235,2521.31,22.4591,-261.476,2622.11,428.902,-249.224,2641.74,30.2072,-197.392,2700.22,35.8509,-197.792,2469.6,27.0469
5.58,-97.1846,2599.16,1302.88,21.7937,2573.78,920.472,-233.694,2570.34,911.256,42.7882,2649.85,443.884,17.1915,2696.36,50.5724,-47.541,2751.65,12.8751,-32.9601,2521.32,22.3582,-261.368,2622.05,428.906,-249.149,2641.58,30.2563,-197.305,2700.03,35.9361,-197.615,2469.5,26.7377
5.59,-96.8909,2598.7,1302.82,21.8829,2573.18,920.339,-233.586,2569.86,911.219,42.8806,2650.3,443.742,17.0934,2696.37,50.5539,-47.5616,2751.61,12.8801,-32.9644,2521.34,22.29,-261.33,2622.03,428.885,-249.071,2641.5,30.3333,-197.2,2699.93,36.0271,-197.423,2469.4,26.4597
5.6,-96.5354,2598.46,1302.74,22.0401,2572.63,920.239,-233.421,2569.32,911.173,42.8872,2650.24,443.693,17.0587,2696.32,50.5743,-47.5804,2751.61,12.9199,-32.9509,2521.27,22.1934,-261.285,2622.1,428.836,-248.944,2641.42,30.3662,-197.072,2699.79,36.067,-197.241,2469.34,26.268
5.61,-96.3312,2597.9,1302.72,22.1479,2572.15,920.122,-233.397,2568.86,911.074,42.7911,2649.75,443.845,17.0633,2696.34,50.5967,-47.6357,2751.56,12.9348,-32.9861,2521.25,22.0756,-261.268,2622.24,428.775,-248.838,2641.38,30.4432,-196.945,2699.72,36.1515,-197.088,2469.32,26.1291
5.62,-96.041,2597.25,1302.62,22.2396,2571.64,920.007,-233.279,2568.35,910.973,42.8584,2649.66,443.798,17.0719,2696.33,50.5746,-47.6209,2751.56,12.9654,-32.9321,2521.24,21.9533,-261.29,2622.36,428.716,-248.79,2641.34,30.42,-196.887,2699.69,36.0928,-197.043,2469.31,26.0337
5.63,-95.8192,2596.87,1302.56,22.3466,2571.14,919.923,-233.13,2567.79,910.855,43.0006,2649.92,443.477,17.0588,2696.25,50.5408,-47.62,2751.56,12.9661,-32.9116,2521.25,21.8755,-261.306,2622.47,428.668,-248.816,2641.37,30.4334,-196.888,2699.69,36.0867,-197.05,2469.29,25.9839
5.64,-95.6454,2596.52,1302.47,22.4682,2570.62,919.827,-233.018,2567.16,910.792,43.0458,2649.33,443.628,17.0692,2696.25,50.5366,-47.623,2751.55,13.0372,-32.8659,2521.21,21.7741,-261.396,2622.58,428.658,-248.815,2641.38,30.3679,-196.885,2699.7,36.0173,-197.08,2469.34,26.0321
5.65,-95.4149,2596.08,1302.37,22.627,2570.18,919.724,-232.897,2566.65,910.74,42.985,2648.73,443.753,17.0327,2696.22,50.5148,-47.6781,2751.5,13.0529,-32.8536,2521.17,21.6481,-261.534,2622.67,428.641,-248.841,2641.41,30.3158,-196.923,2699.74,36.0389,-197.196,2469.39,26.1418
5.66,-95.2303,2595.63,1302.31,22.7748,2569.67,919.638,-232.764,2566.19,910.702,43.0496,2648.87,443.518,16.9841,2696.17,50.537,-47.7185,2751.45,13.0973,-32.8479,2521.08,21.5028,-261.71,2622.64,428.63,-248.942,2641.44,30.3167,-196.924,2699.74,36.0405,-197.247,2469.37,26.1084
5.67,-95.0214,2595.06,1302.23,22.8262,2569.12,919.509,-232.695,2565.7,910.684,42.9999,2648.64,443.447,16.9264,2696.13,50.504,-47.7198,2751.36,13.1228,-32.8447,2520.98,21.3105,-261.894,2622.61,428.635,-248.942,2641.42,30.2625,-196.979,2699.69,36.0541,-197.3,2469.36,26.0533
5.68,-94.8008,2594.59,1302.1,22.9283,2568.68,919.359,-232.564,2565.24,910.658,42.9338,2648.3,443.521,16.8147,2696.02,50.4914,-47.7772,2751.31,13.208,-32.8907,2520.87,21.0644,-262.051,2622.51,428.618,-248.999,2641.42,30.2532,-197.036,2699.65,36.0696,-197.35,2469.29,26.0111
5.69,-94.5828,2594.16,1301.97,23.0023,2568.17,919.244,-232.545,2564.84,910.681,42.8897,2648.09,443.433,16.7361,2695.93,50.5336,-47.8203,2751.25,13.3262,-32.9233,2520.72,20.8213,-262.192,2622.41,428.62,-249.036,2641.37,30.2365,-197.092,2699.6,36.0854,-197.391,2469.28,25.8728
5.7,-94.3355,2593.68,1301.86,23.0756,2567.64,919.084,-232.432,2564.4,910.603,42.8469,2647.97,443.37,16.603,2695.8,50.5034,-47.8598,2751.2,13.3729,-32.988,2520.59,20.5582,-262.315,2622.26,428.57,-249.035,2641.36,30.2183,-197.077,2699.6,36.1183,-197.423,2469.22,25.8248
5.71,-94.139,2593.19,1301.78,23.1245,2567.14,918.916,-232.453,2564.07,910.551,42.8089,2647.87,443.336,16.5358,2695.67,50.5102,-47.9389,2751.11,13.4628,-33.0368,2520.48,20.3197,-262.378,2622.17,428.557,-249.027,2641.33,30.2541,-197.079,2699.51,36.1443,-197.399,2469.19,25.738
5.72,-93.9939,2592.61,1301.65,23.0779,2566.57,918.723,-232.477,2563.74,910.478,42.7572,2647.73,443.251,16.4139,2695.53,50.5098,-47.998,2751.05,13.549,-33.0528,2520.29,20.0642,-262.424,2622.14,428.477,-249.031,2641.27,30.245,-197.029,2699.45,36.2237,-197.394,2469.19,25.623
5.73,-93.7682,2592.25,1301.47,23.1726,2566.2,918.603,-232.496,2563.41,910.386,42.501,2647.49,443.121,16.3298,2695.47,50.4739,-48.036,2750.92,13.5485,-33.0382,2520.21,19.6882,-262.455,2622.18,428.459,-248.989,2641.23,30.2632,-196.974,2699.41,36.235,-197.312,2469.17,25.5376
5.74,-93.6214,2591.77,1301.34,23.1813,2565.66,918.465,-232.517,2563.02,910.296,42.6996,2647.52,443.138,16.2116,2695.43,50.4677,-48.0944,2750.86,13.6322,-33.083,2520.12,19.2901,-262.452,2622.27,428.416,-248.921,2641.22,30.2988,-196.86,2699.36,36.2165,-197.249,2469.17,25.4619
5.75,-93.5027,2591.34,1301.21,23.0669,2565.05,918.278,-232.549,2562.7,910.23,42.6579,2647.46,443.114,16.173,2695.38,50.4852,-48.1135,2750.86,13.6744,-33.1168,2520.01,19.0307,-262.462,2622.43,428.378,-248.882,2641.21,30.2845,-196.805,2699.31,36.2255,-197.157,2469.13,25.3875
5.76,-93.311,2590.82,1301.05,23.0294,2564.51,918.125,-232.6,2562.44,910.118,42.1136,2647.04,442.891,16.1179,2695.33,50.4575,-48.1341,2750.82,13.6795,-33.1621,2519.89,18.8895,-262.423,2622.59,428.317,-248.824,2641.21,30.3581,-196.714,2699.3,36.2606,-197.116,2469.16,25.3823
5.77,-93.1282,2590.32,1300.9,23.0202,2564.01,917.966,-232.627,2562.13,909.992,42.0274,2646.95,442.817,16.0429,2695.27,50.4777,-48.2275,2750.81,13.7136,-33.2307,2519.93,18.7974,-262.446,2622.79,428.299,-248.82,2641.21,30.3537,-196.638,2699.3,36.2651,-197.031,2469.16,25.3431
5.78,-92.9462,2589.83,1300.77,23.0018,2563.54,917.776,-232.663,2561.81,909.88,41.9825,2646.9,442.818,15.9617,2695.17,50.4472,-48.2685,2750.76,13.7594,-33.2525,2519.93,18.7287,-262.464,2622.98,428.234,-248.737,2641.18,30.3569,-196.565,2699.26,36.2337,-196.988,2469.18,25.3875
5.79,-92.6953,2589.53,1300.61,22.9323,2563.04,917.622,-232.683,2561.45,909.77,41.8967,2646.75,442.694,15.87,2695.17,50.4162,-48.2869,2750.76,13.8002,-33.2834,2519.88,18.6109,-262.538,2623.2,428.173,-248.713,2641.19,30.3737,-196.49,2699.25,36.2363,-196.929,2469.2,25.3733
5.8,-92.6814,2588.73,1300.6,22.8719,2562.55,917.427,-232.703,2561.15,909.632,41.8702,2646.71,442.65,15.8448,2695.14,50.4477,-48.3075,2750.72,13.8055,-33.3046,2519.8,18.5657,-262.641,2623.41,428.15,-248.661,2641.15,30.335,-196.451,2699.21,36.2154,-196.886,2469.2,25.3993
5.81,-92.4538,2588.16,1300.38,22.8576,2562.11,917.261,-232.709,2560.83,909.543,41.8374,2646.61,442.584,15.752,2695.15,50.4129,-48.3628,2750.67,13.819,-33.3554,2519.74,18.5076,-262.768,2623.67,428.095,-248.612,2641.16,30.372,-196.376,2699.2,36.2181,-196.84,2469.22,25.3679
5.82,-92.3148,2587.78,1300.21,22.8683,2561.68,917.102,-232.738,2560.57,909.441,41.7861,2646.55,442.551,15.7256,2695.12,50.3953,-48.3822,2750.66,13.8595,-33.3679,2519.74,18.4429,-262.902,2623.9,428.053,-248.617,2641.19,30.3401,-196.356,2699.21,36.1797,-196.814,2469.23,25.3786
5.83,-92.1863,2587.34,1300.09,22.8937,2561.25,916.939,-232.745,2560.32,909.336,41.729,2646.43,442.431,15.6981,2695.08,50.4226,-48.3819,2750.66,13.8604,-33.4205,2519.78,18.3598,-263.035,2624.13,428.022,-248.629,2641.2,30.3665,-196.319,2699.17,36.1554,-196.794,2469.25,25.4533
5.84,-92.0701,2586.78,1299.99,22.8932,2560.82,916.782,-232.755,2560.08,909.289,41.812,2646.4,442.463,15.6734,2695.06,50.407,-48.4566,2750.67,13.854,-33.441,2519.76,18.2762,-263.217,2624.35,427.978,-248.617,2641.19,30.34,-196.318,2699.16,36.1567,-196.78,2469.28,25.5023
5.85,-91.9486,2586.31,1299.92,22.9347,2560.5,916.657,-232.752,2559.82,909.193,41.84,2646.38,442.441,15.6729,2695.06,50.4063,-48.4198,2750.62,13.8334,-33.4796,2519.7,18.1214,-263.379,2624.54,427.938,-248.617,2641.19,30.3392,-196.319,2699.17,36.1572,-196.784,2469.31,25.5501
5.86,-91.8242,2585.8,1299.73,22.936,2560.15,916.512,-232.777,2559.6,909.087,41.8743,2646.34,442.389,15.6817,2695.08,50.3689,-48.4185,2750.62,13.8328,-33.4485,2519.66,18.0338,-263.545,2624.73,427.878,-248.607,2641.26,30.3067,-196.3,2699.17,36.1164,-196.78,2469.33,25.5968
5.87,-91.6346,2585.23,1299.55,23.0249,2559.87,916.348,-232.798,2559.37,908.982,41.9341,2646.34,442.373,15.6752,2695.07,50.3532,-48.4373,2750.62,13.8735,-33.4671,2519.64,17.9956,-263.692,2624.98,427.803,-248.606,2641.26,30.2957,-196.263,2699.21,36.1406,-196.747,2469.38,25.6203
5.88,-91.4133,2584.83,1299.32,22.9134,2559.38,916.139,-232.78,2559.13,908.872,41.9498,2646.28,442.283,15.6591,2695.07,50.3473,-48.4742,2750.58,13.8481,-33.4734,2519.64,17.9418,-263.855,2625.19,427.728,-248.606,2641.28,30.2584,-196.206,2699.17,36.0799,-196.747,2469.35,25.6737
5.89,-91.1367,2584.22,1299.13,22.8853,2559,915.984,-232.805,2558.93,908.753,41.9611,2646.24,442.26,15.6066,2695.01,50.3585,-48.4972,2750.62,13.8981,-33.5062,2519.66,17.9182,-264,2625.41,427.726,-248.627,2641.29,30.2674,-196.205,2699.17,36.0777,-196.752,2469.36,25.6877
5.9,-90.9165,2583.69,1299,22.8913,2558.6,915.845,-232.839,2558.72,908.66,41.9618,2646.24,442.248,15.6054,2695.01,50.358,-48.4971,2750.62,13.9,-33.5331,2519.63,17.8953,-264.117,2625.57,427.686,-248.595,2641.27,30.2314,-196.206,2699.17,36.0785,-196.752,2469.36,25.6875
5.91,-90.6617,2583.31,1298.79,22.8737,2558.31,915.71,-232.852,2558.5,908.627,41.9062,2646.2,442.178,15.5882,2694.99,50.3575,-48.4969,2750.62,13.8993,-33.5356,2519.63,17.8884,-264.227,2625.76,427.688,-248.625,2641.29,30.2488,-196.206,2699.17,36.0786,-196.754,2469.38,25.7072
5.92,-90.5142,2582.76,1298.6,22.8874,2557.96,915.602,-232.844,2558.3,908.534,41.8893,2646.12,442.168,15.5812,2694.98,50.3421,-48.4969,2750.62,13.8993,-33.5298,2519.61,17.8322,-264.347,2625.95,427.704,-248.614,2641.29,30.2598,-196.206,2699.17,36.0785,-196.723,2469.39,25.7779
5.93,-90.2923,2582.15,1298.43,22.8069,2557.61,915.44,-232.836,2558.08,908.448,41.8728,2646.08,442.135,15.5715,2695.05,50.3541,-48.552,2750.57,13.9137,-33.579,2519.61,17.8178,-264.447,2626.13,427.69,-248.614,2641.29,30.1852,-196.187,2699.18,36.0376,-196.761,2469.44,25.8251
5.94,-90.0399,2581.68,1298.2,22.8327,2557.39,915.3,-232.828,2557.83,908.329,41.8538,2645.98,442.079,15.5613,2695.04,50.3525,-48.5531,2750.57,13.9135,-33.5788,2519.61,17.794,-264.517,2626.33,427.655,-248.578,2641.34,30.201,-196.149,2699.13,36.0152,-196.713,2469.42,25.8153
5.95,-89.7762,2581.21,1297.93,22.8023,2557.06,915.173,-232.846,2557.58,908.202,41.8435,2645.87,442.018,15.4791,2694.96,50.344,-48.5526,2750.57,13.9136,-33.5765,2519.61,17.7993,-264.627,2626.48,427.602,-248.581,2641.35,30.2064,-196.127,2699.18,36.007,-196.704,2469.42,25.8036
5.96,-89.6173,2580.65,1297.66,22.8288,2556.83,915.039,-232.882,2557.35,908.125,41.8395,2645.75,441.976,15.4961,2694.97,50.353,-48.5526,2750.57,13.9136,-33.5958,2519.59,17.7633,-264.723,2626.65,427.59,-248.562,2641.35,30.215,-196.109,2699.18,35.9669,-196.674,2469.45,25.806
5.97,-89.4131,2580.06,1297.41,22.8265,2556.51,914.921,-232.877,2557.09,908.001,41.8293,2645.64,441.91,15.4786,2694.96,50.3438,-48.5526,2750.57,13.9136,-33.5962,2519.59,17.7628,-264.846,2626.8,427.576,-248.56,2641.34,30.197,-196.109,2699.18,35.9659,-196.658,2469.45,25.8896
5.98,-89.1378,2579.52,1297.21,22.8326,2556.25,914.822,-232.912,2556.86,907.929,41.8303,2645.48,441.866,15.4787,2694.97,50.3741,-48.5526,2750.57,13.9136,-33.583,2519.61,17.7102,-264.956,2626.93,427.537,-248.562,2641.35,30.2147,-196.109,2699.18,35.9663,-196.645,2469.47,25.8856
5.99,-88.9406,2579.11,1296.86,22.8357,2555.92,914.698,-232.914,2556.62,907.875,41.8066,2645.39,441.829,15.4693,2694.97,50.3728,-48.5711,2750.56,13.954,-33.5734,2519.58,17.6907,-265.069,2627.03,427.513,-248.561,2641.34,30.1971,-196.109,2699.18,35.9663,-196.683,2469.48,25.8979
6,-88.7386,2578.61,1296.46,22.8201,2555.61,914.582,-232.914,2556.32,907.769,41.789,2645.31,441.79,15.4461,2694.92,50.3965,-48.5713,2750.57,13.9548,-33.5806,2519.53,17.6784,-265.192,2627.09,427.475,-248.56,2641.34,30.1966,-196.109,2699.18,35.9663,-196.646,2469.47,25.8852
6.01,-88.6373,2578.05,1296.07,22.8388,2555.31,914.453,-232.903,2555.96,907.734,41.7603,2645.2,441.73,15.4196,2694.9,50.3708,-48.6079,2750.53,13.9281,-33.5935,2519.55,17.6806,-265.338,2627.15,427.458,-248.561,2641.34,30.1968,-196.09,2699.19,35.9255,-196.645,2469.47,25.8848
6.02,-88.5391,2577.35,1295.71,22.8124,2555.01,914.326,-232.966,2555.63,907.624,41.7322,2645.06,441.717,15.4054,2694.9,50.3795,-48.6087,2750.52,13.9271,-33.6199,2519.49,17.6303,-265.463,2627.16,427.404,-248.56,2641.36,30.1488,-196.09,2699.19,35.9245,-196.625,2469.49,25.8804
6.03,-88.3708,2576.85,1295.26,22.8198,2554.72,914.189,-232.943,2555.29,907.536,41.7037,2644.95,441.659,15.3787,2694.87,50.4153,-48.6268,2750.52,13.9681,-33.6272,2519.48,17.6171,-265.587,2627.2,427.371,-248.565,2641.37,30.163,-196.09,2699.19,35.925,-196.66,2469.52,25.9063
6.04,-88.1758,2576.32,1294.83,22.8031,2554.32,914.038,-232.968,2554.95,907.418,41.5396,2644.89,441.508,15.4037,2694.89,50.4333,-48.6114,2750.52,14,-33.6242,2519.48,17.6088,-265.733,2627.26,427.34,-248.57,2641.36,30.1415,-196.053,2699.14,35.9037,-196.658,2469.52,25.9001
6.05,-87.9918,2575.75,1294.35,22.7389,2553.92,913.946,-232.97,2554.59,907.324,41.5464,2644.85,441.483,15.3323,2694.89,50.468,-48.6109,2750.52,14.0003,-33.6068,2519.49,17.5487,-265.878,2627.25,427.295,-248.57,2641.36,30.141,-196.09,2699.19,35.9242,-196.659,2469.5,25.8866
6.06,-87.7826,2575.22,1293.88,22.6973,2553.58,913.86,-233.029,2554.19,907.267,41.518,2644.78,441.462,15.3242,2694.89,50.4703,-48.6492,2750.56,14.0204,-33.6182,2519.5,17.5484,-266.005,2627.27,427.26,-248.592,2641.4,30.1779,-196.091,2699.19,35.9254,-196.649,2469.52,25.8883
6.07,-87.6521,2574.68,1293.38,22.6444,2553.22,913.727,-233.114,2553.73,907.159,41.5103,2644.76,441.457,15.2713,2694.84,50.4353,-48.6499,2750.56,14.0211,-33.6185,2519.5,17.5487,-266.123,2627.28,427.24,-248.565,2641.37,30.1641,-196.09,2699.19,35.925,-196.619,2469.49,25.8776
6.08,-87.32,2574.19,1292.82,22.6269,2552.88,913.659,-233.175,2553.35,907.054,41.48,2644.72,441.442,15.2641,2694.85,50.4496,-48.6861,2750.52,13.9944,-33.6185,2519.41,17.4823,-266.271,2627.33,427.215,-248.57,2641.36,30.1412,-196.09,2699.19,35.9269,-196.617,2469.51,25.8905
6.09,-87.324,2573.31,1292.37,22.5639,2552.45,913.544,-233.256,2552.88,906.949,41.4766,2644.63,441.392,15.2623,2694.82,50.4726,-48.7054,2750.51,14.0339,-33.6189,2519.41,17.4815,-266.427,2627.33,427.15,-248.534,2641.39,30.1212,-196.09,2699.19,35.927,-196.618,2469.49,25.8776
6.1,-87.2771,2572.6,1291.86,22.6287,2552.12,913.439,-233.253,2552.38,906.828,41.4305,2644.58,441.376,15.2163,2694.79,50.4666,-48.7053,2750.51,14.0352,-33.6131,2519.41,17.4206,-266.575,2627.37,427.116,-248.506,2641.37,30.1062,-195.997,2699.19,35.8898,-196.614,2469.49,25.8642
6.11,-87.1859,2571.79,1291.41,22.4463,2551.77,913.228,-233.273,2551.79,906.711,41.4129,2644.55,441.353,15.2003,2694.77,50.5063,-48.7051,2750.51,14.0348,-33.6255,2519.36,17.3806,-266.75,2627.36,427.067,-248.506,2641.37,30.106,-195.995,2699.19,35.889,-196.599,2469.51,25.8242
6.12,-87.1013,2571.03,1290.84,22.3244,2552.65,912.827,-233.085,2551.67,906.373,41.3702,2644.56,441.333,15.1061,2694.76,50.5372,-48.7079,2750.5,14.1063,-33.6234,2519.32,17.3416,-266.932,2627.38,427.003,-248.542,2641.43,30.1028,-196.011,2699.19,35.8564,-196.573,2469.53,25.8872
6.13,-87.157,2570.29,1290.26,22.1056,2552.19,912.825,-233.007,2552.81,905.243,41.3287,2644.53,441.34,15.0604,2694.72,50.51,-48.7446,2750.46,14.0815,-33.6403,2519.31,17.2792,-267.094,2627.4,426.983,-248.542,2641.42,30.085,-196.012,2699.19,35.8556,-196.572,2469.54,25.9014
6.14,-87.1927,2569.6,1289.64,22.0585,2551.67,912.737,-232.578,2551.79,905.813,41.3022,2644.57,441.355,15.008,2694.68,50.5566,-48.7639,2750.46,14.1203,-33.6734,2519.28,17.2614,-267.281,2627.43,426.929,-248.514,2641.4,30.0699,-196.012,2699.19,35.856,-196.571,2469.54,25.8707
6.15,-87.2273,2568.9,1289.12,22.0718,2551.16,912.649,-232.561,2551.01,905.767,41.2864,2644.55,441.332,14.98,2694.64,50.5846,-48.8189,2750.41,14.1355,-33.6982,2519.26,17.2071,-267.496,2627.41,426.916,-248.536,2641.41,30.0695,-196.012,2699.19,35.856,-196.573,2469.56,25.8346
6.16,-87.2849,2568.3,1288.6,22.071,2550.64,912.592,-232.576,2550.41,905.618,41.352,2644.56,441.381,14.9403,2694.69,50.5968,-48.8041,2750.41,14.1661,-33.6701,2519.22,17.1652,-267.713,2627.38,426.881,-248.542,2641.41,30.0477,-196.049,2699.24,35.8774,-196.552,2469.52,25.8593
6.17,-87.3987,2567.74,1288.06,22.0655,2550.15,912.462,-232.549,2549.73,905.546,41.3536,2644.57,441.384,14.9289,2694.67,50.6419,-48.8414,2750.45,14.1872,-33.6689,2519.25,17.1361,-267.919,2627.42,426.868,-248.521,2641.39,30.0377,-196.05,2699.24,35.8782,-196.556,2469.61,25.9111
6.18,-87.587,2567.06,1287.58,22.13,2549.67,912.449,-232.519,2549.08,905.415,41.3754,2644.52,441.366,14.8997,2694.65,50.6424,-48.8607,2750.45,14.2281,-33.6589,2519.2,17.1074,-268.147,2627.37,426.826,-248.536,2641.4,30.0322,-196.05,2699.24,35.8761,-196.544,2469.61,25.9137
6.19,-87.8046,2566.32,1287.07,22.1969,2549.24,912.389,-232.497,2548.4,905.314,41.281,2644.12,441.413,14.8581,2694.58,50.6349,-48.8068,2750.4,14.2392,-33.6536,2519.22,17.028,-268.362,2627.35,426.781,-248.546,2641.44,30.0143,-196.047,2699.24,35.8078,-196.544,2469.61,25.9134
6.2,-88.0088,2565.58,1286.54,22.1892,2548.82,912.294,-232.488,2547.7,905.202,41.4047,2644.07,441.467,14.9132,2694.55,50.6583,-48.8057,2750.4,14.2388,-33.6288,2519.22,16.964,-268.534,2627.35,426.761,-248.521,2641.4,30.0373,-196.103,2699.2,35.8199,-196.534,2469.6,25.8819
6.21,-88.2522,2564.88,1286.11,22.2053,2548.43,912.236,-232.455,2546.89,905.146,41.441,2643.97,441.4,14.9568,2694.52,50.7395,-48.8088,2750.39,14.3102,-33.596,2519.15,16.9488,-268.757,2627.31,426.775,-248.524,2641.42,30.0048,-196.104,2699.2,35.8189,-196.519,2469.58,25.8893
6.22,-88.3712,2564.2,1285.68,22.2298,2548.03,912.218,-232.404,2546.26,905.037,41.4998,2643.88,441.36,14.9285,2694.47,50.6881,-48.8088,2750.39,14.3117,-33.5688,2519.18,16.9011,-268.904,2627.27,426.743,-248.525,2641.42,30.0042,-196.126,2699.24,35.8751,-196.508,2469.58,25.8875
6.23,-88.5731,2563.57,1285.26,22.2965,2547.68,912.187,-232.424,2545.6,904.948,41.523,2643.83,441.389,14.909,2694.45,50.7348,-48.8117,2750.38,14.3824,-33.5568,2519.13,16.8718,-269.082,2627.21,426.729,-248.525,2641.42,30.0044,-196.142,2699.24,35.8437,-196.508,2469.58,25.8874
