Time,CLAV,,,LASI,,,RASI,,,LKNE,,,LANK,,,LHEE,,,LTOE,,,RKNE,,,RANK,,,RHEE,,,RTOE,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6.24,-88.6974,2562.94,1284.86,22.2633,2547.16,912.163,-232.393,2544.91,904.859,41.5151,2643.76,441.375,14.8731,2694.43,50.7206,-48.8302,2750.38,14.4244,-33.5409,2519.11,16.7948,-269.229,2627.1,426.674,-248.52,2641.42,29.9896,-196.104,2699.2,35.8207,-196.488,2469.57,25.8559
6.25,-88.7339,2562.23,1284.62,22.3136,2546.8,912.067,-232.401,2544.14,904.761,41.4873,2643.71,441.391,14.867,2694.42,50.8037,-48.8472,2750.29,14.4181,-33.5152,2519.09,16.7804,-269.343,2627.03,426.615,-248.541,2641.43,29.9988,-196.141,2699.24,35.8419,-196.505,2469.57,25.8597
6.26,-88.8652,2561.54,1284.35,22.3192,2546.28,912.058,-232.36,2543.45,904.596,41.4495,2643.67,441.407,14.8423,2694.38,50.8433,-48.8699,2750.33,14.4685,-33.511,2519.15,16.7478,-269.451,2626.94,426.59,-248.52,2641.42,29.9897,-196.124,2699.25,35.804,-196.492,2469.57,25.8691
6.27,-88.9398,2561.02,1284.07,22.4468,2546,912.007,-232.434,2542.76,904.464,41.3806,2643.63,441.406,14.7447,2694.38,50.8616,-48.925,2750.28,14.4845,-33.51,2519.1,16.7462,-269.559,2626.9,426.552,-248.48,2641.4,29.9846,-196.086,2699.29,35.826,-196.473,2469.59,25.862
6.28,-88.9969,2560.45,1283.97,22.3113,2545.5,911.862,-232.431,2542.09,904.303,41.3461,2643.63,441.409,14.6965,2694.31,50.8692,-48.9444,2750.28,14.524,-33.5264,2519.08,16.6908,-269.643,2626.92,426.555,-248.48,2641.4,29.9845,-196.085,2699.29,35.8273,-196.473,2469.56,25.8586
6.29,-88.8548,2560.18,1283.6,22.2967,2544.97,911.759,-232.44,2541.5,904.126,41.2818,2643.66,441.423,14.6564,2694.3,50.8766,-48.9285,2750.27,14.5561,-33.5141,2519.06,16.6879,-269.759,2626.82,426.494,-248.476,2641.37,30.0176,-196.085,2699.29,35.8269,-196.448,2469.57,25.8187
6.3,-89.0293,2559.35,1283.51,22.3504,2544.54,911.632,-232.477,2540.7,903.944,41.2546,2643.7,441.439,14.6711,2694.32,50.8973,-48.9645,2750.23,14.5302,-33.5317,2519.04,16.6834,-269.899,2626.79,426.466,-248.476,2641.37,30.0181,-196.085,2699.29,35.8268,-196.427,2469.56,25.8453
6.31,-89.1262,2558.65,1283.41,22.2946,2543.91,911.504,-232.516,2539.96,903.847,41.2278,2643.75,441.457,14.5864,2694.3,50.9194,-48.9475,2750.27,14.5953,-33.5429,2519.03,16.6831,-270.022,2626.77,426.432,-248.476,2641.39,29.97,-196.085,2699.29,35.8269,-196.422,2469.58,25.8546
6.32,-89.1498,2558.06,1283.28,22.2195,2543.29,911.445,-232.535,2539.32,903.717,41.2047,2643.84,441.498,14.5787,2694.31,50.9345,-48.9831,2750.23,14.5714,-33.5051,2519.08,16.6479,-270.189,2626.69,426.369,-248.475,2641.39,29.9692,-196.085,2699.29,35.8251,-196.427,2469.56,25.8395
6.33,-89.1203,2557.5,1283.16,22.2702,2542.81,911.326,-232.526,2538.58,903.594,41.1825,2643.92,441.51,14.5913,2694.31,50.9332,-49.0026,2750.22,14.6099,-33.4955,2519.1,16.6647,-270.34,2626.64,426.388,-248.48,2641.4,29.9845,-196.085,2699.29,35.8268,-196.447,2469.53,25.8437
6.34,-89.1695,2556.91,1283.14,22.2504,2542.3,911.193,-232.554,2537.78,903.549,41.2213,2644.31,441.733,14.5775,2694.29,50.9868,-49.0025,2750.22,14.6111,-33.5259,2519.06,16.6415,-270.471,2626.57,426.342,-248.476,2641.39,29.9699,-196.123,2699.25,35.8016,-196.472,2469.58,25.8322
6.35,-89.0347,2556.33,1283.09,22.2949,2541.72,911.15,-233.227,2535.28,904.114,40.9239,2644.17,441.705,14.5969,2694.32,51.0147,-49.0023,2750.22,14.6107,-33.498,2519.05,16.6361,-270.601,2626.49,426.336,-248.474,2641.38,29.9515,-196.102,2699.29,35.7967,-196.434,2469.59,25.8516
6.36,-88.9785,2555.71,1283.07,22.3518,2541.27,911.055,-233.217,2534.57,904.054,40.8002,2644.25,441.733,14.5433,2694.35,51.0004,-49.0405,2750.26,14.6312,-33.5135,2519.08,16.6601,-270.746,2626.39,426.265,-248.48,2641.4,29.9842,-196.138,2699.25,35.7686,-196.427,2469.56,25.8459
6.37,-88.8389,2555.02,1283.09,22.4516,2540.87,910.914,-233.201,2533.99,903.909,41.2518,2644.72,441.626,14.5482,2694.34,50.9971,-49.0411,2750.27,14.6319,-33.4959,2519.1,16.6651,-270.797,2626.34,426.267,-248.48,2641.37,29.9298,-196.139,2699.25,35.7694,-196.44,2469.58,25.7976
6.38,-88.6399,2554.46,1283.04,22.4698,2540.32,910.746,-233.226,2533.46,903.712,41.2648,2644.88,441.688,14.5124,2694.31,50.97,-49.0774,2750.23,14.6055,-33.5399,2519.05,16.6217,-270.889,2626.24,426.236,-248.447,2641.36,29.9361,-196.177,2699.3,35.7912,-196.413,2469.6,25.7716
6.39,-88.4954,2553.93,1283.01,22.5145,2539.82,910.567,-233.178,2532.98,903.541,41.264,2644.94,441.689,14.4485,2694.34,50.9466,-49.0781,2750.22,14.6045,-33.4954,2519.03,16.6186,-270.927,2626.17,426.184,-248.452,2641.35,29.9143,-196.102,2699.29,35.794,-196.422,2469.58,25.7697
6.4,-88.2929,2553.34,1283.06,22.5821,2539.43,910.39,-233.186,2532.38,903.308,41.2899,2645.01,441.673,14.4445,2694.35,50.9781,-49.0778,2750.22,14.6049,-33.5342,2519.06,16.6276,-271.006,2626.11,426.122,-248.452,2641.35,29.914,-196.1,2699.29,35.7956,-196.413,2469.6,25.7718
6.41,-88.0498,2552.83,1283.08,22.5829,2538.91,910.246,-233.367,2531.6,903.182,41.3229,2645,441.631,14.4647,2694.36,50.977,-49.0777,2750.23,14.605,-33.5018,2519.09,16.6587,-271.157,2626.02,426.064,-248.453,2641.35,29.9322,-196.101,2699.29,35.7937,-196.398,2469.55,25.762
6.42,-87.8032,2552.49,1283.06,22.5628,2538.41,910.083,-232.456,2532.98,902.509,41.3917,2644.94,441.562,14.4832,2694.37,50.9799,-49.0778,2750.23,14.605,-33.5077,2519.09,16.6464,-271.255,2625.88,425.987,-248.427,2641.35,29.9452,-196.085,2699.29,35.8264,-196.382,2469.54,25.7535
6.43,-87.5813,2552.1,1283.05,22.584,2537.87,909.96,-232.482,2532.54,902.326,41.4473,2644.93,441.535,14.5122,2694.33,50.9321,-49.0778,2750.22,14.605,-33.476,2519.05,16.6278,-271.408,2625.79,425.973,-248.452,2641.35,29.9144,-196.138,2699.25,35.7693,-196.433,2469.56,25.7641
6.44,-87.4663,2551.65,1282.96,22.5746,2537.34,909.867,-232.476,2531.91,902.225,41.4874,2644.87,441.433,14.5319,2694.35,50.9422,-49.0254,2750.26,14.6624,-33.5399,2519.05,16.6214,-271.605,2625.73,425.942,-248.452,2641.35,29.914,-196.177,2699.29,35.7903,-196.446,2469.55,25.7708
6.45,-87.4299,2551.21,1282.87,22.5662,2536.94,909.699,-232.482,2531.33,902.121,41.5237,2644.85,441.39,14.565,2694.38,50.9587,-49.0243,2750.26,14.664,-33.4841,2519.05,16.6386,-271.773,2625.67,425.905,-248.483,2641.4,29.8959,-196.177,2699.3,35.7919,-196.478,2469.53,25.7397
6.46,-87.3565,2550.69,1282.82,22.5993,2536.51,909.562,-232.481,2530.75,901.969,41.572,2644.82,441.322,14.5274,2694.34,50.9299,-49.0248,2750.26,14.6632,-33.4699,2519.03,16.6021,-271.973,2625.66,425.898,-248.515,2641.35,29.8636,-196.177,2699.3,35.7916,-196.468,2469.55,25.7346
6.47,-87.4222,2550.29,1282.77,22.5586,2536.02,909.494,-232.453,2530.16,901.879,41.6376,2645.03,441.551,14.5639,2694.38,50.9576,-49.0249,2750.26,14.6632,-33.5037,2519.04,16.6104,-272.117,2625.68,425.885,-248.537,2641.38,29.8353,-196.215,2699.34,35.813,-196.483,2469.56,25.7041
6.48,-87.4774,2549.81,1282.76,22.5578,2535.61,909.404,-232.511,2529.58,901.75,41.5942,2645.13,441.545,14.5521,2694.36,50.9461,-49.0434,2750.26,14.7035,-33.4774,2519.07,16.6683,-272.236,2625.67,425.879,-248.564,2641.4,29.8498,-196.216,2699.34,35.8138,-196.499,2469.57,25.7728
6.49,-87.5082,2549.35,1282.75,22.5264,2535.19,909.294,-232.546,2529.11,901.648,41.5502,2645.01,441.437,14.5708,2694.39,50.9725,-49.0437,2750.26,14.7043,-33.4688,2519.08,16.5928,-272.353,2625.68,425.886,-248.585,2641.42,29.8599,-196.215,2699.34,35.8134,-196.503,2469.57,25.7811
6.5,-87.6205,2548.91,1282.72,22.5161,2534.77,909.172,-232.564,2528.61,901.569,41.5654,2645.26,441.623,14.5961,2694.41,50.9894,-49.0435,2750.26,14.7039,-33.4696,2519.07,16.5721,-272.436,2625.57,425.867,-248.589,2641.42,29.8569,-196.234,2699.34,35.8526,-196.537,2469.54,25.7826
6.51,-87.6454,2548.58,1282.61,22.4991,2534.37,909.086,-232.642,2528.09,901.499,41.5293,2645.28,441.642,14.5966,2694.41,50.9897,-49.0435,2750.26,14.7039,-33.4664,2519.08,16.5832,-272.511,2625.39,425.848,-248.585,2641.42,29.8598,-196.271,2699.29,35.8302,-196.509,2469.59,25.7192
6.52,-87.7037,2548.12,1282.56,22.4684,2534.02,908.946,-232.677,2527.65,901.464,41.5381,2645,441.425,14.5719,2694.39,50.9735,-49.0801,2750.22,14.6778,-33.4583,2519.08,16.574,-272.553,2625.15,425.84,-248.56,2641.37,29.883,-196.272,2699.3,35.8269,-196.483,2469.56,25.7098
6.53,-87.846,2547.58,1282.51,22.3795,2533.52,908.898,-232.721,2527.27,901.361,41.5338,2645.13,441.555,14.5282,2694.4,51.0072,-49.0809,2750.22,14.6768,-33.4639,2519.08,16.5785,-272.588,2624.86,425.834,-248.56,2641.37,29.8835,-196.272,2699.3,35.8273,-196.5,2469.56,25.7408
6.54,-87.9234,2547.11,1282.45,22.3094,2533.24,908.824,-232.774,2526.87,901.359,41.5174,2645.11,441.576,14.5654,2694.37,51.0282,-49.0805,2750.22,14.6773,-33.464,2519.08,16.5786,-272.656,2624.6,425.816,-248.555,2641.38,29.9055,-196.272,2699.29,35.831,-196.492,2469.53,25.6909
6.55,-88.0295,2546.65,1282.47,22.2373,2532.94,908.805,-232.872,2526.52,901.31,41.5158,2645.07,441.558,14.5126,2694.4,51.0267,-49.0805,2750.22,14.6773,-33.4523,2519.07,16.5783,-272.664,2624.34,425.808,-248.528,2641.36,29.8912,-196.256,2699.29,35.8601,-196.477,2469.52,25.6861
6.56,-88.1123,2546.23,1282.26,22.1346,2532.55,908.768,-232.974,2526.2,901.232,41.4821,2645.04,441.593,14.5308,2694.41,51.0244,-49.0805,2750.22,14.6773,-33.4639,2519.08,16.5785,-272.707,2624.12,425.79,-248.515,2641.36,29.9006,-196.256,2699.29,35.8608,-196.453,2469.54,25.6753
6.57,-88.1947,2545.84,1282.19,22.0585,2532.26,908.679,-233.115,2525.85,901.196,41.4625,2645.01,441.608,14.4898,2694.37,51.0671,-49.0833,2750.21,14.7488,-33.4505,2519.08,16.5336,-272.77,2623.97,425.766,-248.515,2641.36,29.9009,-196.236,2699.24,35.8784,-196.474,2469.51,25.6658
6.58,-88.3395,2545.37,1282.08,21.866,2531.85,908.65,-233.225,2525.49,901.177,41.41,2644.95,441.594,14.478,2694.36,51.065,-49.0833,2750.21,14.7503,-33.4578,2519.07,16.5718,-272.813,2623.85,425.778,-248.511,2641.33,29.9339,-196.236,2699.24,35.8785,-196.424,2469.53,25.6068
6.59,-88.4411,2544.94,1282.01,21.8159,2531.51,908.545,-233.365,2525.18,901.116,41.3678,2644.92,441.632,14.4438,2694.35,51.0613,-49.0833,2750.21,14.7496,-33.464,2519.08,16.5787,-272.858,2623.8,425.751,-248.511,2641.33,29.9344,-196.236,2699.24,35.8784,-196.439,2469.5,25.597
6.6,-88.5173,2544.57,1281.91,21.7016,2531.15,908.482,-233.446,2524.9,901.062,41.3289,2644.87,441.62,14.4373,2694.34,51.0473,-49.0833,2750.21,14.7495,-33.4677,2519.08,16.5277,-272.903,2623.73,425.733,-248.506,2641.33,29.9191,-196.236,2699.24,35.8784,-196.453,2469.49,25.6023
6.61,-88.5764,2544.17,1281.88,21.6011,2530.78,908.396,-233.56,2524.53,901.03,41.2857,2644.76,441.609,14.3842,2694.28,51.0577,-49.1198,2750.17,14.7234,-33.4778,2519.07,16.5031,-272.968,2623.67,425.714,-248.474,2641.31,29.9264,-196.199,2699.28,35.9036,-196.451,2469.5,25.585
6.62,-88.635,2543.84,1281.82,21.5043,2530.32,908.371,-233.619,2524.16,901.031,41.2738,2644.68,441.598,14.3859,2694.3,51.1032,-49.1773,2750.2,14.7832,-33.4915,2519.07,16.5091,-273.014,2623.59,425.694,-248.5,2641.34,29.9411,-196.235,2699.24,35.8794,-196.447,2469.5,25.578
6.63,-88.6412,2543.53,1281.84,21.4832,2530.02,908.339,-233.667,2523.95,900.976,40.641,2644.05,441.509,14.3833,2694.28,51.1353,-49.1397,2750.16,14.7647,-33.4653,2519.05,16.5011,-273.07,2623.52,425.678,-248.523,2641.34,29.9615,-196.236,2699.24,35.8797,-196.456,2469.48,25.5762
6.64,-88.6641,2543.19,1281.88,21.4665,2529.65,908.331,-233.701,2523.58,900.967,40.6052,2643.85,441.466,14.3835,2694.29,51.1645,-49.1386,2750.16,14.7633,-33.4296,2519.07,16.5081,-273.124,2623.48,425.695,-248.506,2641.34,29.9568,-196.274,2699.29,35.9016,-196.432,2469.45,25.5682
6.65,-88.635,2543.02,1281.87,21.4699,2529.28,908.252,-233.69,2523.39,900.88,40.5935,2643.51,441.575,14.3544,2694.25,51.1268,-49.1417,2750.15,14.8349,-33.4562,2519.06,16.4987,-273.147,2623.41,425.698,-248.505,2641.34,29.9564,-196.255,2699.24,35.92,-196.432,2469.45,25.5681
6.66,-88.5938,2542.77,1281.87,21.4644,2528.99,908.176,-233.732,2523.15,900.854,40.5785,2643.24,441.552,14.3774,2694.27,51.1412,-49.1417,2750.15,14.8364,-33.4453,2519.05,16.4983,-273.178,2623.34,425.702,-248.479,2641.3,29.9046,-196.292,2699.28,35.9413,-196.432,2469.45,25.5681
6.67,-88.6336,2542.5,1281.9,21.4363,2528.63,908.095,-233.798,2522.82,900.84,40.5552,2643.02,441.54,14.331,2694.22,51.159,-49.1417,2750.15,14.8357,-33.4325,2519.03,16.4962,-273.187,2623.28,425.697,-248.478,2641.3,29.9036,-196.293,2699.28,35.942,-196.43,2469.45,25.5593
6.68,-88.6409,2542.25,1281.94,21.4395,2528.26,908.014,-233.781,2522.59,900.807,40.4797,2642.69,441.484,14.3294,2694.22,51.1582,-49.1417,2750.15,14.8356,-33.4391,2519.02,16.4656,-273.172,2623.23,425.689,-248.479,2641.3,29.9041,-196.293,2699.28,35.9416,-196.429,2469.45,25.541
6.69,-88.6446,2541.96,1281.91,21.4025,2527.93,907.909,-233.849,2522.37,900.737,40.4927,2642.47,441.475,14.3054,2694.19,51.1424,-49.1445,2750.14,14.9073,-33.4293,2518.98,16.4515,-273.178,2623.22,425.688,-248.479,2641.3,29.9041,-196.277,2699.28,35.9726,-196.429,2469.45,25.5408
6.7,-88.6142,2541.78,1281.94,21.3431,2527.48,907.859,-233.872,2522.22,900.685,40.4715,2642.29,441.446,14.3551,2694.15,51.1994,-49.181,2750.1,14.8827,-33.4258,2518.98,16.4627,-273.172,2623.23,425.689,-248.499,2641.31,29.9136,-196.239,2699.24,35.9519,-196.431,2469.45,25.5455
6.71,-88.6274,2541.6,1281.88,21.2663,2526.96,907.823,-233.952,2522.05,900.622,40.4793,2642.06,441.391,14.3178,2694.12,51.1873,-49.1818,2750.1,14.881,-33.4481,2519.02,16.46,-273.159,2623.21,425.686,-248.457,2641.28,29.9047,-196.254,2699.24,35.9215,-196.435,2469.43,25.5414
6.72,-88.6654,2541.35,1281.88,21.2071,2525.82,907.933,-234.045,2521.87,900.56,40.4939,2641.81,441.47,14.3162,2694.12,51.186,-49.1814,2750.1,14.8814,-33.4401,2519.04,16.441,-273.168,2623.21,425.693,-248.451,2641.29,29.9264,-196.239,2699.23,35.9504,-196.439,2469.45,25.557
6.73,-88.7146,2541.07,1281.85,21.2896,2526.35,907.599,-234.147,2521.63,900.529,40.5204,2641.6,441.454,14.3193,2694.13,51.2026,-49.1814,2750.1,14.8815,-33.442,2519.03,16.4791,-273.161,2623.17,425.666,-248.451,2641.29,29.9269,-196.22,2699.24,35.9123,-196.439,2469.48,25.5257
6.74,-88.8099,2540.75,1281.79,21.0234,2525.72,907.585,-234.22,2521.44,900.508,40.5397,2641.58,441.286,14.3112,2694.11,51.1731,-49.1814,2750.1,14.8815,-33.4105,2519.03,16.4654,-273.184,2623.16,425.688,-248.447,2641.28,29.9118,-196.22,2699.24,35.9111,-196.429,2469.45,25.5405
6.75,-88.8194,2540.57,1281.72,21.1008,2525.56,907.464,-234.327,2521.35,900.459,40.6253,2641.46,441.267,14.3107,2694.11,51.1723,-49.1814,2750.1,14.8815,-33.4212,2519.06,16.4503,-273.174,2623.06,425.662,-248.446,2641.28,29.9115,-196.239,2699.24,35.9507,-196.44,2469.47,25.5151
6.76,-88.9213,2540.37,1281.66,20.9179,2524.61,907.553,-234.413,2521.16,900.452,40.6291,2641.35,441.275,14.3355,2694.13,51.1887,-49.1814,2750.1,14.8815,-33.4128,2519,16.4778,-273.184,2622.97,425.633,-248.446,2641.28,29.9117,-196.239,2699.24,35.9516,-196.429,2469.47,25.4965
6.77,-89.0484,2540.13,1281.67,20.7199,2524.5,907.489,-234.501,2521.06,900.412,40.6329,2641.21,441.27,14.3144,2694.12,51.1896,-49.1291,2750.14,14.9387,-33.4248,2519,16.4665,-273.212,2622.87,425.634,-248.446,2641.28,29.9117,-196.239,2699.24,35.9512,-196.423,2469.47,25.4938
6.78,-89.1429,2539.9,1281.62,20.6669,2524.26,907.466,-234.583,2520.86,900.409,40.6475,2641.05,441.293,14.2995,2694.1,51.2427,-49.183,2750.1,14.9544,-33.4216,2519.06,16.4503,-273.22,2622.78,425.596,-248.446,2641.28,29.9117,-196.239,2699.24,35.9512,-196.441,2469.39,25.4718
6.79,-89.3593,2539.57,1281.62,20.5882,2523.87,907.425,-234.634,2520.72,900.367,40.6236,2640.93,441.258,14.3452,2694.06,51.245,-49.1846,2750.1,14.9534,-33.4479,2519.02,16.4769,-273.228,2622.63,425.612,-248.451,2641.29,29.9266,-196.239,2699.24,35.9512,-196.398,2469.44,25.4858
6.8,-89.5154,2539.25,1281.65,20.4965,2523.57,907.364,-234.757,2520.55,900.388,40.4554,2640.31,441.102,14.3118,2694.1,51.2414,-49.1841,2750.1,14.9535,-33.4525,2519.01,16.4705,-273.246,2622.47,425.579,-248.451,2641.29,29.9269,-196.239,2699.23,35.9529,-196.411,2469.43,25.4691
6.81,-89.7079,2539.05,1281.6,20.4264,2523.26,907.345,-234.836,2520.41,900.339,40.4173,2640.18,441.09,14.3052,2694.09,51.2273,-49.1841,2750.1,14.9535,-33.4558,2519.02,16.488,-273.28,2622.39,425.589,-248.447,2641.28,29.9118,-196.239,2699.23,35.9529,-196.441,2469.39,25.4716
6.82,-89.901,2538.86,1281.55,20.3376,2522.96,907.264,-234.917,2520.28,900.343,40.347,2639.98,441.052,14.2547,2694.06,51.2155,-49.1998,2750.1,14.9223,-33.4779,2519.02,16.4682,-273.287,2622.3,425.59,-248.446,2641.28,29.9115,-196.239,2699.23,35.9529,-196.4,2469.37,25.4459
6.83,-90.0756,2538.65,1281.55,20.2763,2522.62,907.209,-235.034,2520.11,900.284,40.2895,2639.86,441.055,14.239,2694.05,51.2098,-49.2002,2750.1,14.9216,-33.4735,2519.02,16.4652,-273.29,2622.17,425.554,-248.446,2641.28,29.9117,-196.239,2699.24,35.9512,-196.4,2469.37,25.4317
6.84,-90.238,2538.46,1281.49,20.1916,2522.31,907.132,-235.117,2519.97,900.248,40.3761,2640.07,441.297,14.2147,2694.03,51.1938,-49.2,2750.1,14.9219,-33.4988,2519,16.4714,-273.328,2622.1,425.538,-248.446,2641.28,29.9117,-196.239,2699.24,35.9511,-196.431,2469.41,25.4733
6.85,-90.428,2538.27,1281.44,20.1296,2522.07,907.073,-235.22,2519.87,900.19,40.3496,2640.03,441.318,14.2055,2694,51.2312,-49.2,2750.1,14.9219,-33.5002,2519.05,16.4728,-273.352,2622.06,425.514,-248.446,2641.28,29.9117,-196.239,2699.24,35.9512,-196.422,2469.35,25.4245
6.86,-90.5604,2538.07,1281.39,20.0564,2521.76,907.049,-235.291,2519.74,900.136,40.157,2639.74,441.31,14.2059,2694,51.232,-49.2,2750.1,14.9219,-33.4913,2519,16.4605,-273.412,2622.04,425.507,-248.451,2641.29,29.9266,-196.239,2699.24,35.9512,-196.426,2469.38,25.3948
6.87,-90.7266,2537.96,1281.31,19.962,2521.56,907.033,-235.363,2519.63,900.122,39.9269,2639.18,440.956,14.2059,2694,51.2318,-49.1843,2750.1,14.9531,-33.518,2519.03,16.4678,-273.421,2621.97,425.492,-248.451,2641.29,29.9269,-196.201,2699.19,35.9297,-196.423,2469.38,25.3883
6.88,-90.9865,2537.62,1281.26,19.9034,2521.3,906.956,-235.487,2519.5,900.096,40.1444,2639.65,441.292,14.2059,2694,51.2318,-49.1997,2750.1,14.9226,-33.4762,2518.98,16.4499,-273.447,2621.96,425.496,-248.452,2641.27,29.8896,-196.2,2699.19,35.9306,-196.41,2469.37,25.4047
6.89,-91.1928,2537.34,1281.22,19.804,2520.98,906.92,-235.592,2519.4,900.044,39.9282,2639.14,440.974,14.2059,2694,51.2318,-49.1845,2750.1,14.9528,-33.4807,2519.02,16.4762,-273.474,2621.91,425.455,-248.451,2641.27,29.889,-196.238,2699.23,35.9525,-196.431,2469.39,25.4341
6.9,-91.1982,2537.39,1281.11,19.6847,2520.75,906.855,-235.711,2519.26,900.023,39.9199,2638.96,440.869,14.2059,2694,51.2318,-49.184,2750.1,14.9538,-33.4961,2519,16.4633,-273.524,2621.88,425.432,-248.451,2641.27,29.8893,-196.201,2699.19,35.9301,-196.406,2469.39,25.3728
6.91,-91.5917,2536.83,1281.09,19.5367,2520.48,906.802,-235.856,2519.19,899.995,40.1593,2639.38,441.194,14.2001,2693.99,51.218,-49.1841,2750.1,14.9535,-33.4964,2518.99,16.463,-273.531,2621.81,425.431,-248.451,2641.27,29.8893,-196.2,2699.19,35.9306,-196.422,2469.37,25.381
6.92,-91.8425,2536.42,1281.09,19.4135,2520.16,906.771,-235.957,2519.05,899.986,40.0108,2638.78,440.948,14.2399,2693.96,51.2351,-49.1841,2750.1,14.9535,-33.4963,2518.99,16.4631,-273.569,2621.78,425.429,-248.451,2641.27,29.8893,-196.185,2699.19,35.9623,-196.415,2469.37,25.3704
6.93,-92.0036,2536.12,1281.07,19.2876,2520.02,906.666,-236.076,2519.01,899.954,39.9716,2638.65,440.939,14.2324,2693.93,51.2735,-49.1841,2750.1,14.9535,-33.5153,2519.03,16.4595,-273.583,2621.69,425.433,-248.451,2641.27,29.8893,-196.185,2699.18,35.9648,-196.418,2469.38,25.3833
6.94,-92.1987,2535.79,1281.05,19.139,2519.65,906.669,-236.178,2518.93,899.914,39.9249,2638.47,440.91,14.2073,2693.91,51.2576,-49.1841,2750.1,14.9535,-33.5115,2519.04,16.4448,-273.603,2621.63,425.429,-248.456,2641.28,29.9042,-196.185,2699.18,35.9645,-196.419,2469.38,25.3835
6.95,-92.3865,2535.51,1281.01,18.9925,2519.38,906.615,-236.337,2518.79,899.875,39.8871,2638.35,440.884,14.197,2693.98,51.2692,-49.1841,2750.1,14.9535,-33.5153,2519.03,16.4593,-273.612,2621.53,425.404,-248.452,2641.27,29.8896,-196.185,2699.18,35.9644,-196.422,2469.37,25.348
6.96,-92.5324,2535.24,1280.96,18.8255,2519.11,906.554,-236.463,2518.75,899.844,39.7924,2638.2,440.897,14.1873,2693.9,51.2466,-49.1841,2750.1,14.9535,-33.5322,2519.02,16.4482,-273.635,2621.49,425.379,-248.424,2641.25,29.8745,-196.185,2699.18,35.9645,-196.411,2469.37,25.3633
6.97,-92.6961,2534.96,1280.92,18.7132,2518.89,906.465,-236.584,2518.62,899.787,40.0555,2638.84,441.039,14.129,2693.91,51.2746,-49.1841,2750.1,14.9535,-33.5645,2518.98,16.4795,-273.665,2621.49,425.371,-248.451,2641.27,29.8889,-196.185,2699.18,35.9645,-196.414,2469.37,25.3703
6.98,-92.8571,2534.66,1280.93,18.5891,2518.67,906.413,-236.756,2518.53,899.734,40.0292,2638.75,441.009,14.0979,2693.89,51.2746,-49.2026,2750.09,14.9939,-33.5338,2519.04,16.4747,-273.702,2621.44,425.343,-248.452,2641.27,29.8895,-196.185,2699.18,35.9645,-196.439,2469.4,25.3782
6.99,-93.0142,2534.38,1280.9,18.4733,2518.45,906.346,-236.88,2518.38,899.691,39.5188,2637.8,440.866,14.0892,2693.86,51.3121,-49.2395,2750.05,14.9685,-33.5736,2519,16.5013,-273.725,2621.43,425.334,-248.451,2641.27,29.8893,-196.147,2699.22,35.9896,-196.44,2469.4,25.3783
7,-93.1686,2534.11,1280.87,18.3664,2518.23,906.307,-237.037,2518.2,899.664,39.7793,2638.34,441.038,14.0697,2693.85,51.3017,-49.2401,2750.05,14.9672,-33.5987,2519,16.5015,-273.796,2621.44,425.324,-248.451,2641.27,29.8893,-196.146,2699.23,35.9906,-196.446,2469.38,25.3701
7.01,-93.3403,2533.89,1280.86,18.2395,2518,906.26,-237.136,2517.99,899.655,39.6876,2638.28,441.057,14.0389,2693.82,51.3685,-49.2622,2750.09,15.0192,-33.594,2519.01,16.4993,-273.846,2621.47,425.293,-248.487,2641.34,29.8859,-196.147,2699.23,35.9884,-196.461,2469.42,25.3802
7.02,-93.4992,2533.59,1280.84,18.1289,2517.72,906.183,-237.304,2517.82,899.572,39.5859,2638.11,441.004,14.0242,2693.82,51.3644,-49.2809,2750.08,15.061,-33.6118,2519.03,16.4924,-273.901,2621.47,425.295,-248.483,2641.33,29.8711,-196.147,2699.23,35.9883,-196.464,2469.43,25.3863
7.03,-93.6487,2533.32,1280.82,17.9999,2517.48,906.135,-237.42,2517.62,899.488,39.2177,2637.44,440.635,13.9909,2693.77,51.3859,-49.2811,2750.08,15.0612,-33.6149,2519.03,16.5012,-273.971,2621.48,425.237,-248.483,2641.33,29.8708,-196.147,2699.22,35.9901,-196.465,2469.43,25.3835
7.04,-93.8123,2533.03,1280.83,17.8858,2517.24,906.115,-237.565,2517.48,899.4,39.7139,2637.61,441.428,13.962,2693.73,51.4126,-49.3203,2750.04,15.1059,-33.6342,2519.05,16.4777,-274.08,2621.5,425.247,-248.51,2641.36,29.8856,-196.163,2699.23,35.957,-196.486,2469.45,25.3885
7.05,-94.0023,2532.68,1280.84,17.6969,2516.92,906.081,-237.707,2517.24,899.345,39.1563,2637.4,441.063,13.908,2693.68,51.445,-49.3211,2750.03,15.1064,-33.6528,2519.04,16.4632,-274.181,2621.49,425.202,-248.51,2641.36,29.886,-196.2,2699.19,35.9294,-196.488,2469.48,25.3432
