frame,elapsed_time(s),spine-hip_x,spine-hip_y,spine-hip_c,r-hip_x,r-hip_y,r-hip_c,r-knee_x,r-knee_y,r-knee_c,r-ankle_x,r-ankle_y,r-ankle_c,r-heel_x,r-heel_y,r-heel_c,r-bigtoe_x,r-bigtoe_y,r-bigtoe_c,r-smalltoe_x,r-smalltoe_y,r-smalltoe_c,l-hip_x,l-hip_y,l-hip_c,l-knee_x,l-knee_y,l-knee_c,l-ankle_x,l-ankle_y,l-ankle_c,l-heel_x,l-heel_y,l-heel_c,l-bigtoe_x,l-bigtoe_y,l-bigtoe_c,l-smalltoe_x,l-smalltoe_y,l-smalltoe_c
123,4.9200000000000035,0.0464862,0.439616,0.845862,0.103158,0.425955,0.780723,0.116853,0.423284,0.772862,0.107752,0.532227,0.853749,0.132246,0.641272,0.675348,0.116856,0.660195,0.78394,0.130673,0.644056,0.796955,0.142942,0.61929,0.837718,0.0908122,0.428716,0.74728,0.0970041,0.540421,0.77935,0.0893624,0.66298,0.879596,0.0740442,0.229809,0.875943,0.0817209,0.654868,0.780445
124,4.9600000000000035,0.0433625,0.431463,0.877288,0.10158,0.423169,0.739644,0.115314,0.420527,0.737827,0.104653,0.532179,0.899765,0.127586,0.638444,0.395772,0.115413,0.657518,0.792916,0.124521,0.643859,0.475113,0.138291,0.622111,0.8566,0.0877904,0.423291,0.72643,0.0939436,0.537767,0.815686,0.0893635,0.663005,0.883586,0.0694921,0.2298,0.885281,0.0817267,0.654895,0.785793
125,5.0000000000000036,0.0403608,0.428803,0.870959,0.0969832,0.423157,0.725509,0.11231,0.420529,0.718337,0.103171,0.532131,0.890647,0.107752,0.62224,0.070743,0.116944,0.65487,0.784914,0.107733,0.624995,0.07125,0.127664,0.622272,0.86477,0.0817276,0.423242,0.730282,0.0924785,0.537681,0.842814,0.0908165,0.663043,0.876817,0.0679018,0.229712,0.935523,0.0817206,0.654872,0.808757
126,5.040000000000004,0.0372611,0.431386,0.834442,0.0939424,0.423228,0.76482,0.107721,0.423141,0.729578,0.103043,0.532185,0.858144,0.0924789,0.638466,0.0952817,0.118442,0.652135,0.757751,0.0893568,0.643869,0.128097,0.124525,0.627628,0.779862,0.0802096,0.425897,0.742898,0.0924287,0.537746,0.854497,0.0908845,0.663002,0.845465,0.0663685,0.229679,0.935248,0.0832448,0.654836,0.797781
127,5.080000000000004,0.0342331,0.428785,0.842102,0.0924734,0.423173,0.777472,0.106204,0.420487,0.74305,0.100025,0.532114,0.808017,0.0908355,0.641188,0.156411,0.116977,0.652153,0.739155,0.0893015,0.643976,0.198889,0.118439,0.633021,0.772033,0.0801636,0.423294,0.760588,0.0923662,0.537688,0.8612,0.0908615,0.663064,0.819302,0.0663166,0.2297,0.925276,0.083222,0.657555,0.780961
128,5.120000000000004,0.0342089,0.428789,0.847439,0.0923942,0.423193,0.800581,0.10468,0.420496,0.772657,0.0939869,0.53211,0.818042,0.0907947,0.641244,0.183644,0.116973,0.652183,0.720074,0.0892993,0.644004,0.227487,0.11697,0.633098,0.766684,0.0800972,0.423337,0.77289,0.0908749,0.535059,0.855495,0.0908501,0.663097,0.803593,0.0647828,0.227129,0.8855,0.0832006,0.657607,0.766958
129,5.160000000000004,0.0357623,0.43143,0.831784,0.0923367,0.42315,0.778051,0.104618,0.420453,0.75274,0.0939676,0.53214,0.810382,0.0893584,0.64127,0.194112,0.118415,0.65216,0.714658,0.0892795,0.643989,0.235998,0.116965,0.633083,0.758487,0.0786576,0.4233,0.764338,0.0908857,0.537656,0.842289,0.0908308,0.6631,0.801482,0.0633269,0.227166,0.888585,0.0817265,0.657616,0.772018
130,5.200000000000004,0.0388003,0.434107,0.838759,0.0908606,0.420526,0.760596,0.10313,0.417756,0.73598,0.0939966,0.532143,0.813809,0.0908112,0.641196,0.177568,0.116981,0.652178,0.736255,0.0893007,0.643968,0.220515,0.118417,0.633056,0.762399,0.0785963,0.423282,0.754819,0.0908736,0.535056,0.862086,0.0908431,0.663096,0.81803,0.0633206,0.227187,0.882332,0.0831931,0.657617,0.786478
131,5.240000000000004,0.0403333,0.434205,0.850695,0.0893544,0.420457,0.721103,0.101601,0.415058,0.69647,0.0985147,0.532224,0.804822,0.089384,0.641166,0.162122,0.116944,0.654815,0.745395,0.0892846,0.643919,0.213145,0.118427,0.630364,0.771674,0.0785387,0.423248,0.72684,0.0909264,0.537671,0.859525,0.0908298,0.663099,0.81127,0.0617954,0.227148,0.894917,0.0817228,0.657612,0.786148
132,5.280000000000004,0.0419134,0.434157,0.870301,0.089345,0.417791,0.718086,0.101566,0.412369,0.689044,0.101531,0.532113,0.795664,0.089365,0.641194,0.191803,0.118423,0.652177,0.725533,0.0892744,0.643935,0.230883,0.116991,0.630365,0.774472,0.0785467,0.423177,0.727234,0.0909417,0.535031,0.866859,0.0908281,0.663091,0.824281,0.0617596,0.227178,0.889924,0.0817088,0.657598,0.802636
133,5.320000000000004,0.0434691,0.442217,0.878205,0.0892877,0.417842,0.714519,0.100059,0.415044,0.680647,0.101609,0.529492,0.817292,0.0893824,0.641136,0.178806,0.116922,0.654803,0.753932,0.0892814,0.643894,0.223611,0.118411,0.630312,0.779982,0.0770856,0.423209,0.734559,0.0909142,0.534975,0.876824,0.090807,0.663069,0.820592,0.0602228,0.227141,0.88369,0.0816963,0.65757,0.800204
134,5.360000000000004,0.0495536,0.442275,0.863706,0.0878334,0.417831,0.712372,0.100029,0.415041,0.678105,0.103159,0.529563,0.851112,0.0893724,0.641175,0.186557,0.116942,0.654826,0.729961,0.0892759,0.643932,0.222883,0.118427,0.633047,0.776577,0.077079,0.423188,0.732938,0.0909387,0.535031,0.868717,0.0908139,0.663052,0.811551,0.0587174,0.227167,0.8982,0.0816889,0.657539,0.784623
