frame,elapsed_time(s),spine-hip_x,spine-hip_y,spine-hip_c,r-hip_x,r-hip_y,r-hip_c,r-knee_x,r-knee_y,r-knee_c,r-ankle_x,r-ankle_y,r-ankle_c,r-heel_x,r-heel_y,r-heel_c,r-bigtoe_x,r-bigtoe_y,r-bigtoe_c,r-smalltoe_x,r-smalltoe_y,r-smalltoe_c,l-hip_x,l-hip_y,l-hip_c,l-knee_x,l-knee_y,l-knee_c,l-ankle_x,l-ankle_y,l-ankle_c,l-heel_x,l-heel_y,l-heel_c,l-bigtoe_x,l-bigtoe_y,l-bigtoe_c,l-smalltoe_x,l-smalltoe_y,l-smalltoe_c
119,4.760000000000003,0.0714942,0.442644,0.9011,0.120948,0.429854,0.894668,0.128247,0.429826,0.900976,0.12113,0.531033,0.88989,0.181217,0.638209,0.318058,0.117511,0.650751,0.583306,0.170688,0.657006,0.305609,0.181196,0.612792,0.575281,0.0999067,0.429962,0.91179,0.103363,0.537356,0.844231,0.0926523,0.669771,0.553203,0.0960805,0.228309,0.943656,0.0821503,0.657079,0.5404
120,4.800000000000003,0.0679979,0.436351,0.95485,0.106989,0.423879,0.860639,0.12461,0.423789,0.892979,0.106957,0.530893,0.87554,0.0927261,0.650795,0.464121,0.181335,0.606629,0.665227,0.0856073,0.657119,0.53904,0.110456,0.63209,0.704416,0.0996508,0.423898,0.908337,0.103491,0.531135,0.861812,0.167157,0.638228,0.508872,0.082152,0.228069,0.906592,0.153128,0.644613,0.497149
121,4.840000000000003,0.0676864,0.430233,0.969748,0.103443,0.423839,0.857009,0.124421,0.423757,0.873562,0.103391,0.530848,0.908071,0.0961334,0.650855,0.543991,0.160166,0.612938,0.734213,0.085602,0.663314,0.58661,0.110509,0.632178,0.779178,0.0962747,0.423817,0.913045,0.103428,0.530974,0.891595,0,0,0,0.0750986,0.228058,0.942742,0.145884,0.638264,0.495059
122,4.8800000000000034,0.0501453,0.4302,0.923316,0.0999579,0.42378,0.883869,0.121061,0.423745,0.876081,0.106846,0.530884,0.909854,0.149472,0.631689,0.298164,0.128078,0.650676,0.749578,0.135259,0.638074,0.284402,0.149318,0.625292,0.748442,0.0927374,0.423809,0.880057,0.0998742,0.531092,0.912548,0.0962733,0.669556,0.78063,0.0715622,0.228185,0.947061,0.0927713,0.650861,0.699511
123,4.9200000000000035,0.0431048,0.43032,0.943445,0.0999465,0.423803,0.886783,0.121079,0.423697,0.902778,0.103391,0.530745,0.933799,0.145803,0.631676,0.354023,0.124533,0.656997,0.846015,0.128136,0.632034,0.34518,0.14581,0.625389,0.852126,0.092689,0.423893,0.867455,0.0996695,0.531168,0.909299,0.0961374,0.669461,0.893235,0.0714343,0.228284,0.946249,0.0926746,0.6508,0.806559
124,4.9600000000000035,0.0429493,0.430128,0.966295,0.0996488,0.42379,0.904142,0.114018,0.423735,0.861666,0.103303,0.53071,0.933473,0.124664,0.631678,0.244207,0.124496,0.644578,0.838363,0.110439,0.631936,0.254926,0.131773,0.625326,0.862832,0.0855903,0.42384,0.845882,0.0961916,0.53122,0.90836,0.0961143,0.663445,0.925629,0.0713502,0.228189,0.987311,0.0892132,0.650725,0.852854
125,5.0000000000000036,0.0397195,0.429966,0.966433,0.0963323,0.423767,0.903184,0.110429,0.423689,0.852231,0.0997425,0.524836,0.939076,0.0927046,0.638271,0.426207,0.128359,0.644494,0.876135,0.0856528,0.644472,0.484534,0.117521,0.625816,0.815922,0.0820492,0.423816,0.842396,0.0960861,0.531022,0.885623,0.0963514,0.669772,0.89175,0.0679248,0.228233,0.960029,0.0926013,0.657093,0.823607
126,5.040000000000004,0.0395524,0.430193,0.969343,0.0962989,0.423857,0.903592,0.110408,0.423781,0.85851,0.0997064,0.530653,0.940407,0.0856971,0.63838,0.41962,0.124781,0.644623,0.87685,0.0785482,0.644502,0.490754,0.110435,0.631814,0.828545,0.0786104,0.423868,0.845691,0.0927655,0.530998,0.878833,0.0961782,0.669643,0.859922,0.0678601,0.228047,0.95683,0.0856672,0.657064,0.808419
127,5.080000000000004,0.0395544,0.429914,0.980041,0.0961775,0.429708,0.905377,0.103477,0.429706,0.875373,0.096394,0.530694,0.925527,0.0890948,0.63821,0.396362,0.124667,0.650823,0.876454,0.0785558,0.638374,0.455826,0.106903,0.63172,0.804758,0.075112,0.423901,0.856021,0.0927908,0.531025,0.881095,0.0927773,0.669607,0.822765,0.0678175,0.228074,0.952963,0.0855948,0.656976,0.783506
128,5.120000000000004,0.0396251,0.429914,0.977779,0.0927651,0.423901,0.898036,0.100009,0.423873,0.89849,0.0963375,0.530793,0.915155,0.0856796,0.638227,0.400534,0.124674,0.65072,0.864037,0.0785276,0.638378,0.464073,0.106917,0.631733,0.800716,0.0749556,0.423849,0.874884,0.0926416,0.531069,0.86629,0.0927887,0.669549,0.785227,0.0679,0.228028,0.982895,0.0855952,0.650871,0.74369
129,5.160000000000004,0.0395928,0.429928,0.982638,0.0927185,0.423794,0.893614,0.0999455,0.423723,0.897277,0.0963381,0.53072,0.91578,0.0890941,0.638148,0.391846,0.12473,0.650832,0.865531,0.0785592,0.638305,0.454431,0.106926,0.63168,0.789243,0.0716393,0.423776,0.889681,0.0926602,0.531049,0.874974,0.0960831,0.669596,0.798009,0.0676982,0.228029,0.94391,0.0856285,0.656967,0.749753
130,5.200000000000004,0.0396764,0.43002,0.985593,0.0891208,0.42366,0.861089,0.0996894,0.423542,0.9057,0.0962965,0.530777,0.911434,0.0856524,0.638315,0.395901,0.124736,0.650892,0.856939,0.07852,0.644441,0.460803,0.106856,0.631777,0.793361,0.0714641,0.42365,0.910021,0.0926478,0.531041,0.885187,0.0960918,0.669707,0.807272,0.0643646,0.228077,0.930268,0.0856264,0.657108,0.757301
131,5.240000000000004,0.0396723,0.430252,0.971467,0.0891026,0.423728,0.862141,0.0996536,0.423626,0.909951,0.0962346,0.530784,0.903934,0.0890958,0.638082,0.387974,0.12469,0.650858,0.872038,0.0785681,0.638242,0.446149,0.106888,0.631675,0.792481,0.0714896,0.423739,0.908237,0.0927529,0.531045,0.903586,0.0927837,0.669611,0.821064,0.064343,0.228049,0.927352,0.0856376,0.656985,0.778092
132,5.280000000000004,0.0429433,0.430308,0.959928,0.0856825,0.423728,0.860448,0.0964142,0.423625,0.908179,0.0963323,0.530714,0.91267,0.0891685,0.638077,0.393645,0.124671,0.65082,0.870233,0.0820369,0.638261,0.447637,0.106988,0.63167,0.803291,0.0714565,0.423758,0.914314,0.0927897,0.531009,0.904952,0.096083,0.669521,0.81796,0.0643115,0.228048,0.930187,0.0856735,0.650875,0.778629
133,5.320000000000004,0.0430997,0.436192,0.94133,0.0856787,0.423737,0.866389,0.0964125,0.423617,0.910069,0.0964069,0.530682,0.928025,0.0891578,0.638191,0.42008,0.124663,0.650723,0.866024,0.078603,0.638339,0.478166,0.110388,0.631733,0.821289,0.0714557,0.423797,0.917292,0.0927804,0.530974,0.8994,0.0961022,0.669457,0.79866,0.0643786,0.228086,0.946999,0.0856872,0.650799,0.77067
134,5.360000000000004,0.0431517,0.436333,0.919582,0.0890792,0.423639,0.868587,0.096417,0.42346,0.897822,0.0996845,0.524836,0.930421,0.0892364,0.638081,0.408365,0.12466,0.650699,0.861778,0.0821081,0.638271,0.46514,0.113957,0.631648,0.821385,0.0714603,0.42374,0.916702,0.0960763,0.530963,0.894433,0.0961071,0.663474,0.820058,0.0643104,0.228034,0.941947,0.0856769,0.650779,0.792456
