#frame;root_tx;root_ty;root_tz;root_rx;root_ry;root_rz;lowerback_rx;lowerback_ry;lowerback_rz;upperback_rx;upperback_ry;upperback_rz;thorax_rx;thorax_ry;thorax_rz;lowerneck_rx;lowerneck_ry;lowerneck_rz;upperneck_rx;upperneck_ry;upperneck_rz;head_rx;head_ry;head_rz;rshoulderjoint_rx;rshoulderjoint_ry;rshoulderjoint_rz;rhumerus_rx;rhumerus_ry;rhumerus_rz;rradius_rx;rradius_ry;rradius_rz;rwrist_rx;rwrist_ry;rwrist_rz;rhand_rx;rhand_ry;rhand_rz;lshoulderjoint_rx;lshoulderjoint_ry;lshoulderjoint_rz;lhumerus_rx;lhumerus_ry;lhumerus_rz;lradius_rx;lradius_ry;lradius_rz;lwrist_rx;lwrist_ry;lwrist_rz;lhand_rx;lhand_ry;lhand_rz;rfemur_rx;rfemur_ry;rfemur_rz;rtibia_rx;rtibia_ry;rtibia_rz;rfoot_rx;rfoot_ry;rfoot_rz;rtoes_rx;rtoes_ry;rtoes_rz;lfemur_rx;lfemur_ry;lfemur_rz;ltibia_rx;ltibia_ry;ltibia_rz;lfoot_rx;lfoot_ry;lfoot_rz;ltoes_rx;ltoes_ry;ltoes_rz;RANK_to_LANK_distance;height;alignment;v_lfemur_rx;v_ltibia_rx;v_lhumerus_rx;v_rfemur_rx;v_rtibia_rx;v_rhumerus_rx
1451;-2629.48;966.32;-166.154;165.768;-34.8621;157.588;-21.7408;-0.58569;-10.0806;-5.96193;0.627088;0.265527;5.38993;-0.0667587;6.17841;13.2955;-6.38246;2.54556;4.20839;-8.61595;2.69024;-0.858208;-4.53742;0.819506;-2.42345;7.53143;-28.8952;347.381;-5.5887;-411.441;25.4138;-1.74931e-013;-3.18055e-015;-9.94795e-013;8.76058;2.89629e-013;8.7278;-7.42764;32.5878;-1.65242;-4.50799;31.1549;350.986;26.7613;413.607;14.3988;-5.08889e-013;1.38752e-013;-6.82669e-013;-12.5622;3.76364e-013;11.8276;10.5093;-33.6599;-20.473;24.3616;1.43603;2.88735e-014;-7.95139e-014;-1.61016e-014;-187.396;-61.2138;212.965;3.70932e-013;7.24322e-014;-3.55328e-014;-34.6374;-47.3198;15.6604;28.0808;9.85972e-014;6.91771e-014;-18.0088;8.11282;7.45016;-5.73742e-014;-1.7672e-013;4.25399e-013;439.207;1595.46;0;1.2115;-0.6945;0.203979;-0.6171;3.85643e-014;0.281006
1452;-2632.25;966.358;-162.58;166.644;-33.3971;157.897;-21.7002;-0.65071;-10.2447;-5.94261;0.563439;0.257431;5.39586;-0.104591;6.24621;13.2377;-6.35431;2.51534;4.20439;-8.59408;2.74187;-0.846419;-4.53069;0.836949;-2.45429;7.59247;-28.973;347.474;-6.19148;-411.335;25.3405;1.04958e-013;4.88016e-014;1.73018e-014;8.85768;-6.43789e-015;8.84584;-7.41143;32.5988;-1.65725;-4.53929;31.0812;351.02;26.6155;413.659;14.3716;1.49486e-013;1.28415e-013;-1.10826e-013;-12.6427;1.51978e-013;11.7816;10.4167;-33.7807;-21.133;25.3502;0.293272;-4.29872e-014;-1.90833e-014;-9.93923e-015;-187.464;-60.299;213.244;1.26825e-013;1.70209e-014;6.17226e-014;-33.3486;-46.0258;13.9542;27.434;4.45278e-014;1.07344e-014;-17.8693;8.0568;7.64465;-6.52511e-014;1.59028e-015;1.86062e-013;439.828;1595.42;0;1.2888;-0.646799;0.0339966;-0.66;-7.18607e-014;0.0929871
1453;-2635.07;966.447;-158.867;167.547;-31.9337;158.24;-21.5661;-0.711952;-10.4223;-5.89252;0.505511;0.248746;5.3868;-0.137041;6.32165;13.1113;-6.35349;2.48495;4.17619;-8.60611;2.79686;-0.83065;-4.53896;0.854813;-2.47043;7.60682;-29.052;347.597;-6.41232;-411.243;25.3112;-2.70347e-013;2.84883e-013;-1.39257e-012;8.84957;9.49568e-013;8.80708;-7.55831;32.7086;-1.65604;-4.54601;31.0404;351.098;26.0007;413.791;14.3807;-1.74931e-013;1.308e-013;-9.56067e-013;-12.4754;1.23377e-013;11.5884;10.3824;-34.0794;-21.7825;26.3424;-0.866073;-1.07344e-014;-1.27222e-014;-1.25234e-014;-187.539;-59.2056;213.523;1.64594e-013;4.38817e-014;8.64713e-015;-31.9801;-44.5474;12.0985;26.7802;5.40694e-014;3.24019e-014;-17.5757;7.42429;7.8193;-6.0356e-014;-6.08281e-014;2.77503e-013;439.957;1595.56;0;1.3685;-0.653801;0.0780029;-0.6495;3.22528e-014;0.122986
1454;-2637.99;966.564;-154.995;168.489;-30.5489;158.577;-21.587;-0.758684;-10.5602;-5.60066;0.52645;0.131474;5.71604;-0.147382;6.27897;12.5635;-6.40983;2.66083;4.10194;-8.66236;2.8406;-0.767689;-4.55621;0.821585;-2.4123;7.42195;-29.0625;348.117;-6.82441;-411.199;25.3239;-8.5875e-014;-2.47611e-013;1.2532e-012;8.86482;-5.55279e-013;8.84916;-7.55317;32.7268;-1.66029;-4.53603;31.1283;351.626;25.4238;414.072;14.4259;-1.97194e-013;-4.81059e-014;1.18792e-012;-12.4218;2.52809e-013;11.3885;10.2178;-34.3948;-22.3982;27.2549;-2.0781;-7.61345e-014;-1.27222e-014;6.75868e-014;-187.685;-58.6988;213.896;1.63003e-014;-1.78136e-013;1.02772e-013;-30.7126;-43.1252;10.2756;26.1116;2.8625e-014;-5.74488e-014;-17.2434;6.87701;7.95876;2.4043e-013;1.54257e-013;8.82604e-014;439.996;1595.74;0;1.2675;-0.668598;0.528015;-0.6157;-6.54001e-014;0.52002
1455;-2640.94;966.752;-151.061;169.469;-29.2116;158.941;-21.2687;-0.864707;-10.827;-5.55863;0.410751;0.105152;5.61126;-0.201715;6.3686;12.4858;-6.40314;2.65285;4.04605;-8.65876;2.83639;-0.772725;-4.55554;0.819767;-2.44843;7.4966;-29.1459;348.146;-7.37723;-411.109;25.391;-3.49861e-014;1.58779e-013;-2.55072e-013;8.96018;3.54183e-013;8.88896;-7.58279;32.7026;-1.6525;-4.52362;31.0918;351.649;24.8133;414.177;14.4962;-3.53042e-013;2.22639e-013;4.64217e-014;-12.4908;6.14884e-013;11.0976;10.2243;-34.7291;-22.9678;28.1329;-3.2996;-1.89839e-014;-3.49861e-014;-1.23246e-014;-187.702;-57.6523;214.108;-9.14409e-015;1.36664e-015;9.12422e-014;-29.5185;-41.8869;8.54094;25.4276;1.59028e-015;-2.24627e-014;-16.8887;6.47743;8.19672;-8.02593e-015;9.28324e-014;-7.15625e-015;440.023;1595.93;0;1.1941;-0.684;0.0229797;-0.569601;5.71506e-014;0.0289917
1456;-2643.94;966.96;-147.007;170.404;-27.8759;159.242;-20.9827;-0.968331;-11.086;-5.51233;0.298028;0.0946626;5.52799;-0.255759;6.47321;12.4316;-6.38741;2.538;3.95469;-8.65293;2.88599;-0.786581;-4.55567;0.853478;-2.47522;7.52667;-29.2636;348.198;-7.87034;-411.015;25.4979;6.67916e-014;2.88238e-015;-8.23267e-014;8.9346;-5.47336e-014;8.95114;-7.55543;32.6383;-1.65229;-4.53996;31.0231;351.704;23.8893;414.3;14.5959;1.33583e-013;-6.75868e-014;-1.21326e-013;-12.4447;-2.2311e-013;10.7115;10.3394;-35.0836;-23.6085;28.9777;-4.56561;-2.06736e-014;-1.59028e-014;1.98785e-015;-187.791;-57.346;214.421;8.62725e-014;2.89977e-014;-4.86029e-014;-28.4725;-40.7101;6.96785;24.6961;2.38542e-014;1.95803e-014;-16.4982;5.89033;8.4577;7.10655e-015;-5.82439e-014;8.90555e-014;440.153;1596.11;0;1.046;-0.731501;0.0550232;-0.640699;-1.6897e-015;0.052002
1457;-2646.88;967.171;-142.862;171.176;-26.5876;159.54;-20.6382;-1.06214;-11.2034;-5.43207;0.168863;0.117449;5.45912;-0.314963;6.53009;12.2428;-6.38656;2.49817;3.87916;-8.65668;2.86086;-0.778949;-4.55464;0.846446;-2.48519;7.51179;-29.366;348.297;-8.32495;-410.931;25.6545;3.81667e-014;-1.49287e-013;1.65035e-013;8.94431;-3.23581e-013;8.97454;-7.56019;32.5722;-1.64006;-4.51348;30.9937;351.855;23.2768;414.469;14.7094;3.81667e-014;-6.0033e-014;3.41799e-014;-12.2957;-1.33464e-013;10.5994;9.98665;-35.341;-24.2219;29.7814;-5.65443;4.67144e-015;-6.36111e-015;1.27222e-014;-187.679;-56.1193;214.453;3.57812e-015;-6.36608e-014;-7.16619e-014;-27.5173;-39.7482;5.75123;23.8601;-1.59028e-015;1.2424e-014;-16.0411;6.09008;8.63279;6.26172e-015;-3.89618e-014;5.56597e-014;440.61;1596.25;0;0.9552;-0.836;0.151001;-0.613401;2.5345e-014;0.098999
1458;-2649.96;967.308;-138.322;171.969;-24.9557;159.595;-20.5366;-1.06316;-11.2882;-5.40796;0.166124;0.0942685;5.43063;-0.320257;6.55094;11.987;-6.36873;2.43108;3.83203;-8.6429;2.82484;-0.750385;-4.5432;0.835991;-2.38875;7.21961;-29.363;348.543;-8.45403;-410.804;25.8458;-2.83069e-013;3.06924e-013;-1.3312e-012;8.87589;1.01402e-012;8.95188;-7.38467;32.5518;-1.59035;-4.39688;30.9077;352.051;22.5304;414.588;14.8528;-2.73528e-013;-1.11319e-014;-7.06905e-013;-12.1866;-3.00984e-014;10.385;9.6284;-35.6423;-25.3408;30.7675;-7.15977;4.07509e-015;-3.18055e-015;-2.0276e-014;-187.609;-55.0686;214.559;-7.31528e-014;4.63665e-014;3.37934e-015;-26.8199;-38.5607;4.63644;22.9511;-2.06736e-014;-1.19271e-015;-15.6114;6.29807;8.8516;-5.68524e-014;2.5842e-014;-6.99722e-014;441.31;1596.35;0;0.697399;-0.909;0.195984;-1.1189;-5.9635e-016;0.246002
1459;-2652.95;967.516;-134.019;172.808;-23.489;159.694;-20.355;-1.08092;-11.4921;-5.45776;0.14344;0.0198423;5.27931;-0.330187;6.57703;12.1513;-6.39033;2.45312;3.6671;-8.66038;2.80715;-0.833019;-4.55661;0.83967;-2.3933;7.19205;-29.4611;348.49;-8.8408;-410.843;26.0541;9.22361e-014;-2.22838e-013;5.35916e-013;8.83158;-5.71322e-013;8.87519;-7.24774;32.5949;-1.70845;-4.66931;31.123;352.015;21.0949;414.828;14.909;3.49861e-014;-2.20651e-013;4.42845e-013;-11.8858;-3.51838e-013;9.78031;9.85667;-36.193;-26.2739;31.6435;-8.56657;2.25621e-014;3.18055e-015;1.98785e-014;-186.908;-49.9279;213.82;-3.89618e-014;1.15345e-013;-4.18442e-014;-26.0545;-37.4438;3.48877;21.9809;-1.27222e-014;-4.67144e-015;-15.234;6.81007;8.88668;8.48811e-014;8.74653e-015;1.59028e-015;441.789;1596.45;0;0.7654;-0.9702;-0.0359802;-0.9331;1.8487e-014;-0.053009
1460;-2655.98;967.743;-129.721;173.689;-22.0081;159.758;-20.1865;-1.14006;-11.7587;-5.46386;0.0866666;-0.0369761;5.18857;-0.360145;6.65053;12.1736;-6.38409;2.46998;3.48536;-8.63756;2.74369;-0.89961;-4.54455;0.822828;-2.42526;7.28753;-29.4639;348.502;-8.77421;-410.786;26.2848;-9.54166e-015;-2.61799e-013;4.06979e-013;8.65874;-5.26016e-013;8.61367;-7.25256;32.8545;-1.72257;-4.68925;31.1968;352.124;20.2752;414.996;14.9661;-1.78111e-013;-4.45278e-014;2.59114e-013;-11.7881;6.37632e-014;9.63501;9.62912;-36.6203;-27.3277;32.4797;-10.1353;1.75924e-014;-8.5875e-014;1.98785e-014;-187.026;-49.9852;214.107;2.59215e-013;-7.48921e-014;8.64713e-014;-25.2958;-36.0893;2.245;20.9943;9.38264e-014;1.45113e-014;-14.8723;7.28697;8.72777;3.28492e-014;-8.42847e-014;3.4191e-013;442.579;1596.45;0;0.758701;-0.986599;0.108978;-1.0538;-4.9697e-015;0.0120239
1461;-2658.85;968.012;-125.255;174.409;-20.5359;159.81;-19.9406;-1.16607;-11.8807;-5.48126;0.0329679;-0.050391;5.04757;-0.382376;6.69009;12.1134;-6.38611;2.48015;3.34139;-8.62967;2.66335;-0.940396;-4.53768;0.797843;-2.44263;7.32933;-29.489;348.507;-9.02193;-410.678;26.4984;-2.8943e-013;-1.08934e-013;-2.75276e-013;8.66163;1.19038e-013;8.46889;-7.06266;32.977;-1.7523;-4.7565;31.251;352.206;19.4084;415.134;15.0683;-5.27972e-013;-4.73108e-014;2.19251e-014;-11.7101;1.92453e-013;9.55016;9.59106;-37.0688;-28.4105;33.299;-11.5442;-3.39922e-014;-7.31528e-014;-1.59028e-015;-187.008;-48.6917;214.16;1.28812e-013;-1.45113e-014;8.8658e-014;-24.5213;-34.4614;1.11369;19.9483;5.24792e-014;-9.19379e-015;-14.4845;7.65516;8.32264;2.13694e-014;3.10104e-014;1.69365e-013;443.072;1596.44;0;0.7745;-1.046;0.0820007;-1.0828;-5.15846e-014;0.00497437
1462;-2662.1;968.06;-121.234;175.201;-19.0234;159.711;-19.9706;-1.20656;-12.0795;-5.51252;-0.00027408;-0.0905243;5.02918;-0.407719;6.75041;12.1634;-6.36704;2.43474;3.15592;-8.59658;2.60841;-1.01026;-4.521;0.794332;-2.49587;7.46662;-29.543;348.455;-8.53419;-410.62;26.729;3.21236e-013;1.87255e-013;5.58579e-014;8.37578;2.89336e-014;8.02864;-7.23145;33.3759;-1.76918;-4.80137;31.2553;352.154;18.7055;415.251;15.1469;4.83444e-013;1.47101e-013;-4.19716e-013;-12.6698;-6.15312e-014;9.07671;10.533;-37.5979;-29.6449;34.0791;-13.1909;9.74045e-015;1.08139e-013;-7.95139e-015;-186.981;-47.7087;214.249;-2.42517e-013;-1.8646e-013;-1.15891e-013;-23.8439;-32.8361;-0.102147;18.8396;-5.88403e-014;-7.8023e-015;-14.0728;7.47345;8.08979;-3.67752e-014;4.45278e-014;-1.74135e-013;443.202;1596.46;0;0.677399;-1.1087;-0.052002;-1.2344;4.37326e-014;-0.052002
1463;-2665.07;968.24;-117.076;175.796;-17.4933;159.7;-19.854;-1.21075;-12.0792;-5.53771;-0.0395648;-0.0525466;4.9469;-0.426555;6.78168;12.2618;-6.3358;2.32188;2.95695;-8.55519;2.59561;-1.08838;-4.50228;0.81667;-2.51381;7.50211;-29.5855;348.483;-8.66054;-410.582;26.9487;-5.725e-014;4.29375e-014;-6.79144e-013;8.26453;2.23368e-013;7.86562;-6.97204;33.5054;-1.7984;-4.88633;31.2346;352.246;18.8306;415.332;15.2043;-2.16278e-013;6.83819e-014;-5.03524e-013;-13.0093;1.25677e-013;9.32668;10.5453;-37.8261;-30.8328;34.9104;-14.5512;4.11484e-014;-6.36111e-015;-1.51076e-014;-187.03;-46.6283;214.286;2.38542e-014;3.17559e-014;7.7526e-015;-23.0979;-31.0382;-1.1366;17.7475;2.54444e-014;8.19987e-015;-13.578;7.53002;7.70091;-7.15625e-014;-1.35174e-014;9.78021e-014;443.134;1596.5;0;0.746;-1.0921;0.0920105;-1.1879;3.14079e-014;0.0280151
1464;-2668.02;968.454;-113.068;176.695;-15.9373;159.675;-19.7794;-1.25193;-12.3932;-5.53416;-0.0564694;-0.120912;4.90675;-0.442172;6.87986;12.2453;-6.30874;2.32696;2.85235;-8.515;2.5554;-1.12208;-4.48199;0.804023;-2.60145;7.78007;-29.5535;348.459;-8.8403;-410.45;27.0949;1.90833e-014;4.27188e-013;-1.29631e-012;8.23074;9.22319e-013;7.6235;-7.09661;33.5191;-1.80919;-4.90721;31.2669;352.435;19.009;415.388;15.2456;1.17681e-013;-5.1684e-015;-9.13107e-013;-12.9843;-2.71321e-013;9.72473;10.371;-37.9474;-32.0821;35.7382;-16.2666;-8.54774e-015;0;-1.27222e-014;-187.197;-46.6866;214.362;-1.35174e-014;6.6742e-014;-1.98785e-015;-22.4499;-29.4365;-2.41069;16.765;9.54166e-015;9.14409e-015;-13.1427;7.39009;7.59633;-2.56432e-014;-2.38542e-015;4.13472e-014;442.745;1596.57;0;0.648001;-0.9825;0.188995;-1.2493;-4.96961e-014;-0.0239868
1465;-2671.29;968.71;-109.594;177.547;-14.2137;159.829;-19.6997;-1.18509;-12.5056;-5.4634;0.0445889;-0.162637;4.91924;-0.399494;6.92085;12.2886;-6.28072;2.23633;2.71355;-8.48233;2.56588;-1.1711;-4.46778;0.82627;-2.43207;7.35611;-29.3522;348.74;-8.77164;-410.283;27.2181;1.52667e-013;-8.88567e-014;6.56028e-013;8.00961;-3.87032e-013;7.57848;-6.65492;33.3475;-1.81354;-4.92975;31.2266;352.605;19.2184;415.407;15.2375;8.26944e-014;2.74323e-014;5.16168e-013;-13.3931;1.18518e-013;9.85605;10.6538;-38.0854;-33.2046;36.8083;-17.8196;2.26615e-014;-5.725e-014;3.18055e-014;-187.259;-44.9504;213.89;1.31993e-013;-2.49475e-014;4.17448e-014;-21.5788;-27.9397;-3.65496;15.8052;4.29375e-014;-1.90088e-015;-12.7426;7.0547;7.79279;8.72665e-014;-5.00937e-014;1.33583e-013;442.174;1596.67;0;0.871099;-0.9598;0.170013;-1.1225;3.12092e-014;0.280975
1466;-2673.88;968.99;-105.676;178.262;-12.7101;159.772;-19.578;-1.21546;-12.6906;-5.47767;0.00663523;-0.176815;4.84165;-0.420448;7.00018;12.3275;-6.25712;2.15447;2.60948;-8.4579;2.55847;-1.20914;-4.45746;0.840784;-2.45696;7.44396;-29.3245;348.838;-9.07388;-410.225;27.2996;1.06549e-013;3.33958e-013;-1.41366e-012;7.60343;6.75446e-013;7.66201;-6.31137;33.1018;-1.81758;-4.94897;31.1958;352.76;19.4223;415.416;15.2842;2.22639e-013;1.90833e-014;-1.2415e-012;-13.7672;-3.85588e-013;9.95142;10.947;-38.2169;-34.3668;37.6263;-19.2538;1.39149e-015;4.13472e-014;-2.38542e-014;-187.589;-43.4307;212.667;1.59028e-015;4.02539e-014;3.10104e-014;-21.0544;-26.5194;-4.62813;14.8392;-1.74931e-014;9.54166e-015;-12.244;6.92878;7.86808;-1.44516e-013;3.49861e-014;-9.54166e-015;441.136;1596.8;0;0.524401;-0.966;0.154999;-1.1622;-2.127e-014;0.0980225
1467;-2676.63;969.19;-101.739;178.807;-11.2467;159.809;-19.3317;-1.20463;-12.6282;-5.47825;-0.0331801;-0.167975;4.7208;-0.434338;6.96355;12.3991;-6.22096;2.1386;2.49905;-8.40812;2.5278;-1.25886;-4.43439;0.837848;-2.47301;7.51437;-29.2761;348.824;-9.31819;-410.169;27.355;-5.24792e-014;-5.17635e-013;1.22494e-012;7.60153;-1.03723e-012;7.61571;-6.40926;32.903;-1.81799;-4.95802;31.1662;352.917;19.6661;415.386;15.3094;-2.73528e-013;-9.34288e-014;1.0243e-012;-14.081;2.1601e-013;10.1229;11.1797;-38.3046;-35.3042;38.5096;-20.3277;-6.48038e-014;-2.8625e-014;7.23576e-014;-187.941;-41.6936;210.393;1.74931e-014;-3.02159e-013;-5.725e-014;-20.4474;-25.3108;-5.39424;13.8394;3.18055e-015;-9.14409e-015;-11.7317;6.68988;8.10667;2.00176e-013;-9.14409e-014;-2.8625e-014;439.633;1596.97;0;0.607;-0.9998;0.156982;-0.937401;-6.61953e-014;-0.0140076
1468;-2678.86;969.508;-98.137;179.473;-9.7707;159.823;-19.1356;-1.21636;-12.8024;-5.47832;-0.0543137;-0.178065;4.61689;-0.443321;7.04521;12.4776;-6.21093;2.08545;2.39798;-8.39908;2.51867;-1.30404;-4.43255;0.849532;-2.47405;7.5312;-29.2453;348.855;-9.58456;-410.164;27.4095;7.95139e-014;1.5704e-013;-5.77649e-014;7.65579;2.102e-013;7.54431;-6.4593;32.7506;-1.83224;-4.9993;31.1577;353.088;19.9685;415.353;15.2782;2.16278e-013;1.05753e-013;-1.38768e-013;-14.4503;4.65983e-014;10.2698;11.4552;-38.3642;-36.2131;39.4385;-21.4697;-2.24627e-014;3.49861e-014;-3.81667e-014;-187.993;-34.8921;206.751;-1.39944e-013;2.86747e-013;1.59028e-015;-19.8661;-24.1034;-6.22935;12.831;-2.54444e-014;-1.05356e-014;-11.2266;6.56641;8.36628;-1.2265e-013;1.36764e-013;-3.73715e-014;437.567;1597.09;0;0.581299;-1.0084;0.171021;-0.908901;4.23411e-014;0.0310059
1469;-2681.15;969.856;-94.5243;180.163;-8.33115;159.818;-18.9242;-1.22604;-12.9832;-5.48388;-0.0754594;-0.183646;4.49862;-0.451039;7.13566;12.5043;-6.19313;1.93721;2.3813;-8.40002;2.51644;-1.30824;-4.43599;0.874535;-2.48559;7.53834;-29.3087;348.914;-9.87995;-410.217;27.4019;3.4191e-014;8.28932e-014;7.70022e-014;7.55757;1.05878e-013;7.59496;-6.35644;32.6614;-1.82748;-5.00353;31.0939;353.296;20.1945;415.313;15.2408;8.90555e-014;1.00187e-013;-3.0815e-014;-14.6164;1.41543e-013;10.4519;11.5989;-38.3728;-37.7864;40.3741;-22.3642;1.94163;2.54444e-014;4.77083e-015;-187.404;-33.8499;202.45;3.18055e-014;-9.93923e-014;-4.92986e-014;-19.3217;-23.0403;-7.04432;11.7952;2.8625e-014;1.07344e-014;-10.6855;6.45211;8.74016;-3.19049e-014;-3.02153e-014;1.22451e-013;434.834;1597.29;0;0.544401;-1.0358;0.207977;-1.5733;1.94163;0.0589905
1470;-2683.51;970.138;-91.078;180.751;-6.94373;159.808;-18.7265;-1.26166;-13.0635;-5.51877;-0.1552;-0.165965;4.36986;-0.486496;7.18175;12.7302;-6.17086;1.89998;2.27879;-8.37378;2.41012;-1.38457;-4.42578;0.859001;-2.50769;7.62712;-29.2614;348.883;-10.1361;-410.16;27.4058;7.31528e-014;8.80616e-014;6.88596e-013;7.54995;-3.20837e-015;7.56065;-6.34432;32.6369;-1.8201;-5.00904;30.9989;353.441;20.5544;415.213;15.1774;5.05708e-013;2.18663e-014;3.16191e-013;-14.7785;-1.33014e-013;10.6131;11.7065;-38.3509;-39.8208;41.2723;-23.0146;5.23844;4.45278e-014;4.13472e-014;-186.154;-32.7907;197;-1.97194e-013;-1.96399e-013;-1.20861e-013;-18.7946;-22.1799;-7.71556;10.7523;-4.45278e-014;-1.00386e-014;-10.1588;6.19745;9.27475;1.3736e-013;2.46493e-014;-1.1291e-013;431.26;1597.42;0;0.5271;-1.0429;0.14502;-2.0344;3.29681;-0.0310059
1471;-2685.8;970.582;-87.9323;181.369;-5.49039;159.86;-18.5366;-1.18936;-13.0737;-5.49501;-0.0887256;-0.252383;4.28069;-0.453167;7.10582;12.7654;-6.20855;1.88898;2.28731;-8.43566;2.43271;-1.38591;-4.46157;0.87218;-2.46979;7.52441;-29.2312;348.916;-10.3739;-410.298;27.4268;7.55382e-014;-1.47896e-013;9.36274e-014;7.47182;-3.44036e-013;7.57943;-6.26298;32.6354;-1.86852;-5.12771;31.0527;353.623;20.8415;415.135;15.1244;-1.74931e-013;1.62208e-013;-7.24314e-014;-14.9728;3.84792e-013;10.6775;11.845;-38.3399;-41.5343;42.2326;-23.8347;7.74046;3.18055e-015;-4.13472e-014;-185.197;-33.4705;191.638;7.31528e-014;2.26615e-013;-1.59028e-014;-18.1017;-21.451;-8.37256;9.51238;2.22639e-014;1.00386e-014;-9.56671;5.99353;9.99501;-9.88954e-014;-1.66979e-014;6.2816e-014;426.968;1597.64;0;0.6929;-1.23992;0.181976;-1.7135;2.50202;0.0329895
1472;-2687.9;971.047;-84.9127;181.925;-4.11051;159.909;-18.3233;-1.1409;-13.0627;-5.4756;-0.0608357;-0.317574;4.18329;-0.437193;7.03268;12.8297;-6.24431;1.90631;2.2751;-8.48885;2.40697;-1.40249;-4.49165;0.867206;-2.42329;7.406;-29.1758;348.953;-10.443;-410.393;27.3761;-2.66371e-014;2.16775e-013;3.44245e-013;7.48334;3.62089e-013;7.59135;-6.3952;32.6103;-1.89659;-5.19249;31.0971;353.825;21.073;415.054;15.0784;2.95792e-013;6.55989e-014;1.97464e-013;-14.8896;2.48886e-014;10.8396;11.7228;-38.3176;-43.125;43.1219;-24.6168;10.0364;8.26944e-014;-1.74931e-014;-184.063;-34.4334;185.903;-2.13097e-013;9.06458e-014;-2.06736e-013;-17.3788;-20.7878;-8.94226;8.16593;-6.67916e-014;3.97569e-016;-8.89639;5.8026;10.7145;-9.69075e-014;6.12257e-014;-1.44715e-013;421.669;1597.84;0;0.7229;-1.34645;0.202026;-1.5907;2.29594;0.0370178
1473;-2689.94;971.42;-82.0941;182.369;-2.74433;159.909;-18.1343;-1.08714;-13.0194;-5.55222;-0.0527234;-0.267371;3.99646;-0.424815;7.06401;13.114;-6.26261;1.65254;2.2769;-8.56066;2.43328;-1.43906;-4.53853;0.932563;-2.44879;7.44681;-29.2612;348.733;-11.0385;-410.42;27.264;2.33572e-015;2.68459e-013;-1.22342e-012;7.66668;6.36633e-013;7.81478;-6.41015;32.4145;-1.96398;-5.4061;31;353.84;21.2395;414.984;15.0549;-1.49486e-013;1.02175e-013;-9.97307e-013;-15.0031;1.32741e-014;10.7091;11.8254;-38.4441;-42.7905;41.7964;-22.5531;12.1975;5.40694e-014;-3.18055e-014;-182.869;-36.3909;182.769;-1.43125e-013;1.76521e-013;-1.27222e-013;-16.6406;-20.1249;-9.38442;6.6941;-2.22639e-014;-9.93923e-015;-8.13668;5.5477;11.4337;-1.46902e-013;1.29608e-013;-1.59028e-015;415.522;1598.05;0;0.738199;-1.47183;0.0149841;0.334499;2.1611;-0.220001
1474;-2691.82;971.878;-79.3478;182.871;-1.41149;159.844;-18.1469;-0.88409;-12.8688;-5.5578;0.177143;-0.357037;3.95124;-0.31637;6.92842;13.3226;-6.3742;1.14804;2.32432;-8.79789;2.76647;-1.42107;-4.67712;1.13843;-2.36118;7.11137;-29.4215;348.588;-11.6656;-410.534;27.1408;2.56432e-014;2.18264e-013;-1.23203e-012;7.93365;5.4311e-013;7.96227;-6.46724;32.166;-2.19076;-6.06662;30.8987;353.945;21.478;414.808;15.0551;-2.54444e-014;2.38542e-014;-1.01622e-012;-14.9558;-2.15116e-013;10.591;11.7323;-38.5547;-42.3343;40.2477;-20.4247;14.2144;5.725e-014;-3.02153e-014;-181.751;-39.2885;179.702;-6.36111e-014;4.6118e-014;-2.00375e-013;-15.7919;-19.4861;-9.84027;4.82995;-3.49861e-014;-2.98177e-015;-7.19457;5.50152;12.1657;-1.46802e-013;1.01778e-013;-9.54166e-015;408.524;1598.3;0;0.848701;-1.86415;0.105011;0.4562;2.0169;-0.144989
1475;-2693.72;972.248;-76.8208;183.392;-0.0306058;159.732;-18.2519;-2.06521;-12.4235;-5.5081;0.545589;-0.306176;4.16997;0.697644;6.87185;13.2979;-6.40348;1.06669;2.37272;-8.86202;2.78954;-1.39535;-4.71354;1.15939;-2.33258;6.88981;-29.7554;348.789;-11.3841;-410.984;26.9816;5.12864e-014;-1.29707e-014;-3.94614e-013;7.75053;-1.22377e-014;7.83504;-6.46464;32.275;-2.22273;-6.15409;30.9031;354.218;21.2666;414.772;15.0535;-1.55847e-013;8.26944e-014;-3.35942e-013;-14.9203;1.51307e-013;10.2062;11.8481;-38.7333;-41.905;38.6275;-18.324;16.1377;1.27222e-014;-3.49861e-014;-180.735;-42.0238;176.507;2.22639e-014;2.60805e-013;-1.90833e-014;-14.5499;-18.7931;-10.3085;2.05857;-9.54166e-015;-6.75868e-015;-5.82887;5.05292;12.9801;-4.52235e-014;5.32743e-014;1.59028e-015;400.679;1598.52;0;1.242;-2.77138;0.27298;0.429302;1.9233;0.200989
